iteration,month,customers,is_existing_customer,membership_signed_up,tier_chosen,membership_revenue,rides_taken,rides_taken_control,existing_customer_late_signup,additional_rides_taken,total_rides_taken,total_control_ride_minutes,control_ride_minutes_array,total_control_ride_revenue,control_ride_revenue_array,total_standard_minutes,total_membership_minutes,membership_ride_minutes_array,initial_standard_ride_revenue,initial_membership_ride_revenue,adjusted_standard_ride_revenue,adjusted_membership_ride_revenue,initial_standard_ride_revenue_array,initial_membership_ride_revenue_array,adjusted_standard_ride_revenue_array,adjusted_membership_ride_revenue_array,standard_ride_minutes_array
751,0,0,True,True,1.0,3.99,4,4,True,1,5,31.352568945013438,"[7.14917066340147, 9.772947340074815, 11.783480405712437, 2.646970535824712]",16.22750188855524,"[3.7881765587265734, 4.811449462629177, 5.59555735822785, 2.032318508971638]",32.1375682541443,4.701427725160613,[4.701427725160613],16.533651619116277,2.833556812812639,12.533651619116277,1.8335568128126392,"[5.58599143255835, 4.238597423472134, 3.4330035388323954, 3.276059224253399]",[2.833556812812639],"[4.58599143255835, 3.2385974234721338, 2.4330035388323954, 2.276059224253399]",[1.8335568128126392],"[11.758952391175256, 8.304095957620856, 6.238470612390757, 5.8360492929574335]"
751,0,1,True,True,1.0,3.99,8,8,True,5,13,76.96411986995847,"[12.821485624118692, 10.736114409759862, 2.6189255380516907, 18.27696675792573, 12.010156395053741, 6.293570307172257, 5.186918236315596, 9.01998260156089]",38.016006749283804,"[6.00037939340629, 5.187084619806346, 2.021380959840159, 8.128017035591036, 5.683960994070959, 3.4544924197971802, 3.0228981121630825, 4.517793214608748]",66.94071409102324,44.99049628051629,"[9.466443785367169, 3.926698587976902, 10.571076608570346, 14.423963189842267, 6.602314108759606]",34.10687849549906,22.54629354940135,26.10687849549906,17.54629354940135,"[3.3385167563287936, 3.529436301957004, 2.377325596774223, 2.5112387447513242, 7.389899419791551, 6.069922822621987, 6.3121048048309865, 2.578434048443193]","[4.691913076293195, 2.5314124493109915, 5.122719877342435, 6.625345644038484, 3.574902502416246]","[2.3385167563287936, 2.529436301957004, 1.377325596774223, 1.5112387447513245, 6.389899419791551, 5.069922822621987, 5.3121048048309865, 1.5784340484431931]","[3.6919130762931958, 1.5314124493109917, 4.122719877342435, 5.625345644038484, 2.574902502416246]","[5.996196811099471, 6.4857341075820605, 3.5316040942928795, 3.8749711403880114, 16.384357486645, 12.999802109287145, 13.620781550848683, 4.047266790879982]"
751,0,2,True,True,1.0,3.99,3,3,True,2,5,56.65801169396809,"[18.584623781293356, 18.063279468911528, 20.010108443763208]",25.096624560647555,"[8.24800327470441, 8.044678992875497, 8.803942293067651]",17.530859934873945,15.276588762164204,"[11.409733150774947, 3.8668556113892567]",9.837035374600838,7.9578696172440395,6.837035374600839,5.9578696172440395,"[4.0030689271234685, 1.975, 3.8589664474773704]","[5.44979592880223, 2.5080736884418102]","[3.0030689271234685, 0.9750000000000001, 2.8589664474773704]","[4.44979592880223, 1.5080736884418102]","[7.700176736214022, 2.5, 7.330683198659924]"
751,0,3,True,True,1.0,3.99,3,3,True,3,6,27.808533859494716,"[3.9162148330190423, 7.480610417074477, 16.4117086094012]",13.84532820520294,"[2.5273237848774266, 3.917438062659046, 7.4005663576664675]",22.26041566429335,38.00449762464057,"[10.583610801763395, 16.735255437197445, 10.685631385679729]",11.681562109074408,17.821754073609824,8.681562109074408,14.821754073609823,"[2.7040146294322476, 5.467542593100347, 3.510004886541813]","[5.127608212687725, 7.526749620507004, 5.167396240415094]","[1.7040146294322478, 4.467542593100347, 2.510004886541813]","[4.127608212687725, 6.526749620507004, 4.167396240415094]","[4.369268280595507, 11.455237418206018, 6.435909965491828]"
751,0,4,True,False,,0.0,2,2,,0,2,19.149962779430844,"[4.289788453602035, 14.860174325828808]",9.468485483978029,"[2.6730174969047935, 6.795467987073235]",28.10005743465721,0.0,[],12.95902239951631,0.0,0.0,0.0,"[7.041655245560865, 5.917367153955446]",[],"[0.0, 0.0]",[],"[15.491423706566321, 12.608633728090888]"
751,0,5,True,True,1.0,3.99,3,3,True,2,5,18.447278052131235,"[4.715932553954114, 4.5834633862971605, 9.14788211187996]",10.194438440331183,"[2.839213696042105, 2.7875507206558927, 4.5676740236331845]",22.3845620406804,13.391023760467139,"[6.413827041831995, 6.977196718635143]",11.729979195865354,7.222499266582184,8.729979195865354,5.222499266582184,"[5.214036371486772, 2.415015871703478, 4.100926952675105]","[3.501392546314478, 3.7211067202677057]","[4.214036371486772, 1.4150158717034782, 3.1009269526751053]","[2.501392546314478, 2.7211067202677057]","[10.805221465350698, 3.6282458248807132, 7.951094750448988]"
751,0,6,True,False,,0.0,1,1,,0,1,9.47690700730132,[9.47690700730132],4.695993732847515,[4.695993732847515],2.85858200797402,0.0,[],2.1148469831098677,0.0,0.0,0.0,[2.1148469831098677],[],[0.0],[],[2.85858200797402]
751,0,7,True,False,,0.0,1,1,,0,1,17.799957242346803,[17.799957242346803],7.941983324515253,[7.941983324515253],4.408398768021404,0.0,[],2.7192755195283476,0.0,0.0,0.0,[2.7192755195283476],[],[0.0],[],[4.408398768021404]
751,0,8,True,True,1.0,3.99,3,3,True,1,4,29.274843746741027,"[7.745905209635708, 6.956204699986732, 14.572733837118585]",14.417189061229003,"[4.020903031757927, 3.712919832994826, 6.683366196476249]",33.333167657466134,9.504390595473083,[9.504390595473083],15.999935386411792,4.706712332234503,12.999935386411792,3.7067123322345026,"[3.6153467630001725, 9.866333764977181, 2.5182548584344393]",[4.706712332234503],"[2.6153467630001725, 8.866333764977181, 1.5182548584344393]",[3.7067123322345026],"[6.706017341026083, 22.73418914096713, 3.892961175472921]"
751,0,9,True,True,1.0,3.99,3,3,True,1,4,24.736004338354373,"[3.872070742191062, 10.026386165070297, 10.837547431093014]",12.647041691958204,"[2.510107589454514, 4.9102906043774155, 5.2266434981262755]",30.291182159177524,4.21256647917508,[4.21256647917508],14.813561042079234,2.6429009268782813,11.813561042079234,1.6429009268782813,"[1.975, 4.5725122721087486, 8.266048769970485]",[2.6429009268782813],"[0.9750000000000001, 3.5725122721087486, 7.266048769970485]",[1.6429009268782813],"[2.5, 9.160287877201919, 18.630894281975603]"
751,0,10,True,False,,0.0,1,1,,0,1,4.265752408558877,[4.265752408558877],2.663643439337962,[2.663643439337962],20.25673504390074,0.0,[],8.900126667121288,0.0,0.0,0.0,[8.900126667121288],[],[0.0],[],[20.25673504390074]
