iteration,month,customers,is_existing_customer,membership_signed_up,tier_chosen,membership_revenue,rides_taken,rides_taken_control,existing_customer_late_signup,additional_rides_taken,total_rides_taken,total_control_ride_minutes,control_ride_minutes_array,total_control_ride_revenue,control_ride_revenue_array,total_standard_minutes,total_membership_minutes,membership_ride_minutes_array,initial_standard_ride_revenue,initial_membership_ride_revenue,adjusted_standard_ride_revenue,adjusted_membership_ride_revenue,initial_standard_ride_revenue_array,initial_membership_ride_revenue_array,adjusted_standard_ride_revenue_array,adjusted_membership_ride_revenue_array,standard_ride_minutes_array
949,0,0,True,True,1.0,3.99,4,4,True,2,6,44.23429517372351,"[11.026885379169594, 3.5667724564265315, 20.615358907062063, 9.025278431065313]",21.251375117752165,"[5.300485297876142, 2.3910412580063474, 9.039989973754205, 4.519858588115472]",59.802348744111704,27.38405614140554,"[5.282228809836968, 22.101827331568572]",27.322916010203564,12.67978189514816,23.322916010203564,10.67978189514816,"[6.249732878528351, 6.702655925336859, 9.34578657308376, 5.024740633254593]","[3.0600692358364174, 9.619712659311743]","[5.249732878528351, 5.702655925336859, 8.34578657308376, 4.024740633254593]","[2.0600692358364174, 8.619712659311743]","[13.460853534688079, 14.622194680350919, 21.39945275149682, 10.31984777757588]"
949,0,1,True,False,,0.0,1,1,,0,1,4.547520499620369,[4.547520499620369],2.773532994851944,[2.773532994851944],14.73666483765524,0.0,[],6.747299286685544,0.0,0.0,0.0,[6.747299286685544],[],[0.0],[],[14.73666483765524]
949,0,2,True,True,1.0,3.99,4,4,True,1,5,21.21712719349632,"[5.52918904456606, 5.518472354437325, 2.5, 7.669465794492936]",12.274679605463565,"[3.1563837273807636, 3.152204218230557, 1.975, 3.9910916598522452]",46.534609506516475,4.457621041575453,[4.457621041575453],22.148497707541424,2.7384722062144267,18.148497707541424,1.7384722062144267,"[3.9641748851535423, 6.312133206162914, 9.055458920658245, 2.816730695566725]",[2.7384722062144267],"[2.9641748851535423, 5.312133206162914, 8.055458920658245, 1.816730695566725]",[1.7384722062144267],"[7.600448423470621, 13.620854374776702, 20.65502287348268, 4.658283834786475]"
949,0,3,True,True,1.0,3.99,5,5,True,3,8,49.424466486478146,"[8.652077354822467, 10.279875187494625, 11.424552023009833, 9.330314155620705, 9.737647765530518]",24.27554192972648,"[4.374310168380762, 5.009151323122904, 5.455575288973835, 4.6388225206920755, 4.7976826285569025]",42.12010336569798,16.36815406836363,"[4.69818842047541, 6.66798955487691, 5.001976093011311]",21.42684031262221,9.383580086661816,16.42684031262221,6.383580086661816,"[4.7039030875983, 3.6803207203584773, 3.2349910081602804, 2.6097403641787995, 7.197885132326355]","[2.83229348398541, 3.6005159264019952, 2.950770676274411]","[3.7039030875982997, 2.6803207203584773, 2.2349910081602804, 1.6097403641787995, 6.197885132326355]","[1.83229348398541, 2.6005159264019952, 1.9507706762744113]","[9.497187404098204, 6.8726172316884035, 5.7307461747699495, 4.127539395330255, 15.892013159811166]"
949,0,4,True,False,,0.0,2,2,,0,2,14.68495877788601,"[5.448766413370599, 9.23619236451541]",7.727133923375543,"[3.1250189012145335, 4.60211502216101]",15.77965070816315,0.0,[],8.154063776183628,0.0,0.0,0.0,"[3.0198725037810132, 5.1341912724026155]",[],"[0.0, 0.0]",[],"[5.1791602661051614, 10.600490442057989]"
949,0,5,True,False,,0.0,1,1,,0,1,17.266847402536204,[17.266847402536204],7.734070486989119,[7.734070486989119],6.580107216795003,0.0,[],3.566241814550051,0.0,0.0,0.0,[3.566241814550051],[],[0.0],[],[6.580107216795003]
949,0,6,True,True,1.0,3.99,4,4,True,1,5,30.666629763190194,"[6.736920107957932, 10.6491929108944, 8.23035755344836, 5.0501591908895005]",15.959985607644175,"[3.6273988421035934, 5.153185235248816, 4.20983944584486, 2.9695620844469053]",26.140771773389393,12.880735934014574,[12.880735934014574],14.194900991621862,6.023487014265684,10.194900991621862,5.023487014265684,"[5.671741644078325, 3.54839367638768, 1.975, 2.999765671155858]",[6.023487014265684],"[4.671741644078325, 2.54839367638768, 0.9750000000000001, 1.999765671155858]",[5.023487014265684],"[11.97882472840596, 6.5343427599684105, 2.5, 5.12760428501502]"
949,0,7,True,True,1.0,3.99,3,3,True,0,3,35.515020884475874,"[6.012558812335028, 12.911643931893515, 16.590818140247332]",16.85085814494559,"[3.344897936810661, 6.035541133438471, 7.47041907469646]",35.37212825088236,0.0,[],16.795130017844123,0.0,13.795130017844123,0.0,"[2.03556579184613, 3.3286360719918617, 11.43092815400613]",[],"[1.0355657918461298, 2.3286360719918617, 10.43092815400613]",[],"[2.655296902169564, 5.970861723056055, 26.74596962565674]"
949,0,8,True,True,1.0,3.99,5,5,True,3,8,45.01712451926477,"[12.509394459139454, 10.454849210019884, 15.464009102730211, 3.4406826329989686, 3.148189114376251]",22.556678562513262,"[5.878663839064387, 5.077391191907755, 7.030963550064782, 2.3418662268695978, 2.227793754606738]",53.54053481517798,41.482181869360176,"[15.252750375071125, 11.57131082957586, 14.65812066471319]",25.88080857791941,19.17805092905047,20.88080857791941,16.17805092905047,"[4.362760089490532, 2.745597907405094, 4.714567992829099, 4.09016675604839, 9.967715832146297]","[6.948572646277739, 5.512811223534586, 6.716667059238144]","[3.3627600894905316, 1.7455979074050938, 3.7145679928290987, 3.0901667560483896, 8.967715832146297]","[5.948572646277739, 4.512811223534586, 5.716667059238144]","[8.62246176792444, 4.475892070269471, 9.524533314946407, 7.9235045026881785, 22.994143159349477]"
949,0,9,True,False,,0.0,1,1,,0,1,13.874766131109835,[13.874766131109835],6.411158791132836,[6.411158791132836],14.041497398136409,0.0,[],6.4761839852732,0.0,0.0,0.0,[6.4761839852732],[],[0.0],[],[14.041497398136409]
