iteration,mau_month0,total_customers_month0,new_signups_percentage_month0,existing_customer_uptake_percentage_month0,total_late_signups,new_customer_uptake_percentage_month0,probability_membership_new_signup_active_next_month0,probabillity_membership_existing_active_next_month0,probability_standard_active_next_month0,counterfactual_ride_revenue_month0,counterfactual_number_rides_taken_month0,total_membership_revenue_month0,treatment_world_number_rides_taken_month0,num_customers_riding_over_breakeven,total_membership_revenue_riders_over_breakeven,total_standard_revenue_riders_over_breakeven,total_membership_ride_mintues_riders_over_breakeven,total_standard_ride_mintues_riders_over_breakeven,num_membership_rides_riders_over_breakeven,num_standard_rides_riders_over_breakeven
23,1966,2111,0.07419404334048817,0.007792386747633208,418,0.041936694591645896,0.6447064675895664,0.3876891625723145,0.014110259239054235,31029.13027576023,6484,17276.94249650284,6586,329,2727.075977632685,101.58584167798848,6992.502506750474,206.63036327689355,2585,21
24,2032,2141,0.05412585040291616,0.010512451199403264,424,0.0518593123344982,0.5955889375337938,0.5769553099960332,0.06393958338352237,31787.82005806262,6711,18243.23835701028,6831,333,2969.2810055473683,0.0,7613.541039865047,0.0,2706,0
25,1922,2110,0.09785921884986704,0.004393749813165896,406,0.03605263095075212,0.5254002460652986,0.5102543221827001,0.08151888584833043,30847.26470860634,6594,16621.91513725155,6635,302,2256.4908060700045,246.48415228869854,5785.87386171796,506.3696212530731,2345,49
26,1919,1973,0.02825549738301186,0.017780264538097404,409,0.09119061509386782,0.549909207945609,0.4658745650362195,0.21182374255460013,29600.01539230388,6211,18164.77834211975,6393,322,3219.4296723164066,33.84218496193365,8254.947877734376,68.82611528700936,2606,7
27,2028,2153,0.0618192410714287,0.030230142236575042,391,0.0555036131673259,0.5317726199605457,0.47291106460726673,0.24062308107477107,31365.853077896943,6590,18273.001280008204,6901,327,4150.557794466076,80.88916426876895,10642.455883246348,166.38247248402297,2708,16
28,1944,2140,0.10127599195924235,0.011497027697092583,412,0.10801444268199949,0.6419246752523717,0.5175768057302763,0.19085106079872136,30830.57651439762,6494,18359.375331155486,6720,332,3341.8424261098776,141.1639402036701,8568.826733615071,292.7280518042823,2688,27
29,1858,2021,0.08778360655286571,0.04307813494965686,367,0.09432631342509044,0.6060125470487979,0.4570463402910868,0.19019330740681759,30207.10970533819,6328,18437.675535856957,6749,355,4813.311139355776,121.88061451435932,12341.823434245576,256.1041397804085,2952,22
30,1773,1959,0.10523865758128498,0.003680686793859941,367,0.15870681745141882,0.6180789929340637,0.358803479461982,0.048189030192133775,28492.49998603155,6035,16366.532141596903,6199,297,2905.5578892851936,323.6273643473149,7450.148434064598,652.8906778136279,2342,69
31,1858,1978,0.06464077449770789,0.01902162589544942,386,0.07614119541810468,0.5524668170564372,0.45988788988570223,0.14524260733118918,29338.35012158716,6168,17074.76013469861,6370,316,3328.0297546943384,76.98838352747259,8533.40962742138,161.50867571146824,2540,14
32,1865,2036,0.09185900063706133,0.023796360759624012,388,0.045740751337249703,0.5985320101671312,0.5531117635098919,0.3448087531639552,29999.939060230994,6340,17640.09806083604,6558,334,3524.87925634749,103.00947708227989,9038.151939352538,210.28071046738435,2671,21
33,1868,1929,0.03265530463260189,0.012176241781783594,380,0.09108119173779242,0.5258438752168488,0.5960664900155352,0.1614677407937583,28689.823167279348,6009,16352.687284147074,6128,284,2495.8916402340724,128.8179118888326,6399.722154446339,255.9433638175195,2248,29
34,1924,2022,0.050972476643854674,0.02774861515943017,395,0.06781213358340996,0.5503015134574666,0.5659417428135187,0.22353760000820175,29843.228787018,6280,17845.302216519776,6522,332,3599.9215665702695,142.17038404331075,9230.568119410947,292.74457447002754,2619,28
35,1711,1801,0.053092964158380905,0.009463252236385847,329,0.05436075880337822,0.5315573500574159,0.5973501728208809,0.0803574886900008,26560.73072344004,5527,13810.136696918547,5623,247,2230.8617963050456,61.34143137266393,5720.15845206422,121.38828557093315,2000,14
36,1967,2176,0.10650048587762197,0.011586979020386705,384,0.04598272250972535,0.5421574645649396,0.2849459231543019,0.2698170518442901,31620.947088602632,6622,16582.32323457731,6752,297,2790.2713042155106,108.8194602346778,7154.541805680796,220.0498980376354,2380,23
37,1894,2029,0.07132948596807695,0.041420406652097,362,0.11377940425907337,0.6549477340221865,0.44141087123915657,0.38663404582963423,30424.7473784611,6350,18070.465891366614,6730,348,4640.1131133828985,210.0078521581836,11897.725931751022,423.0970568158553,2829,45
38,2000,2108,0.0544076230865237,0.048113378389717604,381,0.06569257257600002,0.5936061076935853,0.5175540506330568,-0.09690344627307301,30749.780535599355,6495,19198.992048884167,6973,363,5232.906410304438,111.61156740448683,13417.708744370355,232.33735231919698,2989,21
39,2040,2184,0.07082346911627939,0.005834592638783354,434,0.05817186867595974,0.6086835578491852,0.45615130463880815,0.14820041127269223,32749.599309084984,6850,18066.194520350407,6929,333,2667.146768369056,141.2993200890337,6838.837867612965,295.6392822795736,2620,26
40,1839,1961,0.06674173946124895,0.0023897599900810254,363,0.08277266091632428,0.4641295058707202,0.5791280331699132,0.21944955593918283,28841.178027038688,6073,14995.389180006114,6123,268,2099.721399099223,171.39938493190974,5383.901023331342,367.6907305946404,2116,28
41,1872,2019,0.07871497643626044,0.02718258746760015,375,0.057864706362407654,0.6207224501844041,0.47056344338530687,-0.018993195142996577,29866.959393815217,6298,17248.81768069859,6517,327,3530.1564230920008,240.429352613815,9051.683136133335,483.1521861892692,2574,52
42,1949,2087,0.07121750149499084,0.02060378415697092,412,0.1114933545730381,0.5565146753079672,0.5109690089484805,0.12748301928218522,30942.51433136164,6500,18553.620190905578,6747,343,3726.5908443871976,142.95199885896207,9555.361139454353,284.4923047665694,2758,32
43,1925,2022,0.050888456317802935,0.0062248959213742384,396,0.08319022287006751,0.6488261529450088,0.44813448461286437,0.2576372547457926,30472.67869096576,6342,16916.625152889465,6435,309,2572.2107294898497,122.74357252593316,6595.41212689705,250.62454493829017,2479,25
44,1824,2041,0.11932540076512956,0.05664240174073174,368,0.044950827798695754,0.6100388780615379,0.4227991603514932,0.2637341042365512,30950.458808818315,6481,19272.215972776587,6979,382,5250.905829981822,30.970702111678705,13463.861102517492,61.463338747894106,3173,7
45,1902,2043,0.0743369963647389,0.007723908804682664,374,0.06998046494988282,0.6733179915639326,0.5367399923379035,0.12224255781457416,30083.270518500776,6357,15937.095745334147,6456,304,2568.0765391240193,135.84252118235574,6584.811638779536,273.95518251886085,2397,29
46,1958,2170,0.10847443984536814,0.03190087633204313,405,0.07514964366500378,0.6489105710393179,0.4725042670194492,0.0986605987559859,31657.18206274759,6748,19452.685229762035,7082,349,4295.684596593388,274.90849503274643,11014.575888700996,538.2269103403754,2814,65
47,1815,1992,0.09780949259498586,0.03885100147230688,367,0.05180309525433539,0.5314617704341486,0.5817642894697662,0.04170369261089807,29322.44147687615,6192,17888.515404084657,6545,348,4429.433599758324,61.934485006376946,11357.52205066237,122.90893591378705,2833,14
48,1800,1873,0.040708805683912275,0.013222072313349575,368,0.07165902773190798,0.5623870851797835,0.4982907371501608,0.35108292969293026,27340.83800574818,5768,15524.673089661286,5900,288,2623.8868250970263,122.43483295726938,6727.9149361462205,242.14059732633172,2272,28
49,1795,1880,0.047365814680110634,0.025469106850852435,363,0.08130316847584898,0.6446572643176633,0.450279541856491,0.17380096597258604,28235.209102603665,5920,16739.143018161314,6137,303,3367.7609585995037,32.27906300756915,8635.284509229496,64.81811027581833,2458,7
50,1743,1878,0.0779990341701003,0.004232593116841602,388,0.10763308335044144,0.6575044438804467,0.51715158486327,0.14041574722710992,27811.251865298487,5806,16159.453214471712,5898,293,2552.1861958969043,169.7260352939221,6544.067168966421,353.1436802408259,2322,32
51,1870,2019,0.07977369627057831,0.027050871732009436,394,0.03728373636563166,0.5748315390622585,0.3750257237570266,0.060554471766878185,29971.20794465073,6323,18168.020871979767,6557,342,3719.065009717777,133.02498687938794,9536.064127481479,264.16663302407164,2753,30
52,1951,2034,0.04263150154473096,0.015094591012210922,375,0.0754084028376857,0.6612116789200653,0.5382756301813535,0.13556327825287165,29618.927134469497,6264,16115.475865838887,6419,289,2924.245773669488,62.848814337650296,7498.06608633202,117.5610624042315,2301,17
53,1920,2092,0.08971188127320562,0.0026838229731914,406,0.047211527760270974,0.6550368231056917,0.4324537087461742,0.04662012584371722,30868.055164958034,6511,16773.533600366944,6578,297,2290.687532189326,98.9596339041041,5873.557774844426,194.7682920618054,2345,23
54,1714,1791,0.04496410566014372,0.01567148036997104,375,0.12380164274953247,0.6069416048853009,0.5836445545256138,0.14145477234134815,27204.043928661333,5695,16439.54757853521,5843,290,2978.8390782979413,29.324942295509803,7638.04891871267,57.24344178335847,2363,7
55,1737,1841,0.06038774850014246,0.010646416429547756,375,0.11015914824035535,0.5726389476923202,0.5316538067883881,0.175133484282699,27579.65173772497,5766,16355.662846284155,5903,297,2673.7424650236862,137.62243365872166,6855.749910317144,270.8267529710812,2366,32
56,1796,1952,0.0871478676790361,0.03267489846186537,345,0.052477354765704705,0.6455810977323962,0.45932065423584195,0.1069901369598512,27914.55950871406,5877,16260.119719137485,6161,310,3685.814745053435,79.90246133402161,9450.807038598552,168.98067008723493,2511,14
57,1886,1996,0.058672924948237636,0.0025761484517065865,380,0.10217809194282587,0.5382195691100297,0.4970069128048408,0.2693066381522524,29540.73854470959,6215,15912.659684424256,6256,292,2251.289299345152,135.44241097566808,5772.536664987569,275.493361476072,2303,28
58,1823,1871,0.026731834558434007,0.007812809690527762,402,0.07342539354251375,0.6330740818243544,0.46733954720024723,0.1414094162874613,27796.001722392226,5857,16733.479215299354,5925,303,2503.23144961065,32.752384805917366,6418.542178488846,66.03175591260862,2403,7
59,1733,1895,0.09392081928083917,0.025409815069942138,355,0.047583306844203754,0.6434237275884052,0.4704320944145619,0.17294011501970621,28189.836113379068,5924,16598.646349294366,6161,306,3511.5807099246276,174.41716160469153,9004.053102370839,357.4799015504911,2498,35
60,1807,1897,0.04992887915366461,0.05113594351260228,377,0.07192214086362289,0.5893631779511553,0.5303420091369694,0.18028528356418774,28664.270541254242,5994,19301.59184703194,6470,374,5258.669044035842,34.747663196523376,13483.76677957908,68.58375178595738,3129,8
61,1856,1993,0.07433821600862726,0.019443514654639112,357,0.09448554311516855,0.5851521509408915,0.5747545673265263,0.17644980891445813,29116.427512008497,6091,15850.22918429758,6294,323,3241.556488073161,100.53378907582388,8311.683302751695,201.36868993800994,2543,22
62,1898,1986,0.046410730005823866,0.006025016878815534,371,0.05380152915927215,0.5358427254551497,0.591324450821924,0.2760232429788103,29202.260532538596,6145,15346.675504389243,6212,271,2162.8160934791467,200.13938303165344,5545.6822909721695,410.6138026452652,2128,40
63,1686,1869,0.10890385801956291,0.014612964197423525,352,0.11755929441990934,0.6479510776418893,0.4981832201572914,0.15339838462398792,27387.46682674394,5781,15732.465687241613,5987,291,3199.2179940943843,133.0837216940581,8203.123061780472,272.0095428052772,2311,27
64,2010,2080,0.034890475381631064,0.0014323997528092004,379,0.030379102575781695,0.4658408691631617,0.4447870705144639,0.31024873516273666,29888.72116815343,6365,15236.498851862225,6378,279,1915.3328046601232,97.04180555690773,4911.109755538777,192.41488604335314,2215,22
65,1816,1910,0.05208462281123425,0.008683467241146204,325,0.06439592403147147,0.6261772325270692,0.43174146897743526,0.45515161572911694,27691.172082185418,5813,13764.281057891509,5908,254,2086.20899643427,69.12382009244322,5349.253837010949,141.34312844216214,2023,14
66,2041,2123,0.04031910731028864,0.00923646417708366,440,0.07521418080195519,0.6143071908956179,0.5299955831642061,0.2724216209346044,32185.20217889624,6737,18552.31572889965,6837,333,2967.571351843383,204.41647905418677,7609.15731241893,406.1961001389404,2678,46
67,2012,2160,0.07385964509625961,0.014425926635215356,418,0.0982857419857922,0.5320381711185822,0.47810167051199864,0.2354692736132204,31980.1209283983,6729,18561.499064084783,6940,349,3573.405570846564,116.04858920225281,9162.578386786061,233.45792103141747,2815,25
68,1805,1924,0.06601535802420595,0.009485126407014226,356,0.20005062578759766,0.4681426370560233,0.4504063543915257,0.21235366644556006,28102.037502637155,5909,15926.863659485305,6065,297,3053.8212734363515,161.97068109139815,7830.310957529105,325.56584895230293,2359,35
69,1991,2094,0.0518430722767083,0.04100891707203172,374,0.05976550353284962,0.5843924833704384,0.43675310723828936,0.09438700753638099,30666.60709127836,6461,18549.239288360593,6851,351,4710.876873189794,168.08044390614208,12079.17146971742,341.2319074516463,2870,35
70,1985,2130,0.0734410446655295,0.00031766724537098627,419,0.047439396792835035,0.6255620489086549,0.4177966031251655,0.2384743925098921,31149.495141820422,6558,16880.04825215988,6584,287,2205.726218226181,164.57133308600908,5655.708251862002,324.5418797077156,2270,38
71,1856,1928,0.038989150610771246,0.03313034229651985,384,0.05714557068324732,0.5451120880050515,0.5894602551964834,0.2081623325665272,28369.690673728677,5977,17793.18793191329,6264,342,3815.295911463597,39.811903115342425,9782.810029393839,84.13308491113442,2770,7
72,1931,2043,0.058381191541497436,0.0035811387508780015,403,0.08223673610441733,0.6018914327810538,0.5559403556498623,0.033272950493329345,29870.63920406733,6309,16429.50453550338,6370,289,2193.865337773039,0.0,5625.295737879587,0.0,2252,0
73,1957,2214,0.13164266567916028,0.060450669967817755,410,0.10065163950073341,0.5246478081912233,0.5221450696398964,0.23403832024965682,33097.74874472006,6945,22178.672530883596,7593,430,6616.134018552928,74.39756113526659,16964.446201417762,154.8655413724784,3589,14
74,1960,2075,0.05916873978370298,0.007481419855778143,387,0.11282648750477073,0.5601258573120202,0.31023001250871274,0.17532984247835823,30085.682984471536,6306,16628.90015634101,6415,302,2768.2973479951042,151.7679080672903,7098.198328192575,309.6613027366418,2394,31
75,1829,1954,0.06850750582914755,0.027757451925770855,358,0.11279225990466649,0.5421771822463402,0.4570266506269617,0.20007062591008393,28543.48721731313,5992,16740.70217288959,6277,319,3651.727320546606,178.7336895759435,9363.403386016937,358.2915117331884,2578,39
76,1994,2103,0.055163261865503584,0.014525329492796576,401,0.07901310302323418,0.5257325931617589,0.565125311409917,0.13334413084674893,31258.97241691509,6585,17537.89176390764,6742,324,3093.2442604822136,221.17795981838452,7931.395539697983,451.73835850867823,2542,45
77,1922,2094,0.08967003330386848,0.04318525113350078,383,0.12404873482626089,0.6208206537132693,0.49234276784157,0.25171185490922066,30842.567312312975,6472,19428.87479998291,6931,361,4992.406040548347,110.7208351774987,12801.041129611145,227.4893209679454,2958,22
78,1912,2013,0.053212776059269225,0.011530155524090743,375,0.07174488529444943,0.5543721429940145,0.5730235334281003,0.015452672018199443,29477.25065417242,6194,16134.015467994537,6338,299,2823.3411750719306,227.09169955171473,7239.336346338283,459.2094860300378,2363,48
79,1568,1672,0.06681514605325775,0.011935124131850647,326,0.041546749763962616,0.5532727200820684,0.4388604785239152,0.1571399404589182,25210.908812293528,5277,14141.011151435085,5397,257,2381.4877839626774,254.9031780100353,6106.378933237634,499.7517384872699,2060,60
80,2089,2231,0.0680311063567105,0.022979113309963876,385,0.05732283348702024,0.6448393314634022,0.44236288736520335,0.13699274169218312,32383.375379601854,6802,17330.729136827656,7031,309,3545.889294822432,149.15623315666687,9092.023832878032,308.0929055299151,2503,29
81,1764,1843,0.044810551037060095,0.014701043023958296,370,0.07738730468071277,0.5836485565957131,0.5444714384493665,0.1945054784684972,26988.774991240254,5738,16054.315606384791,5877,298,2876.2339629970047,120.30596304990789,7374.9588794795,246.93836679463558,2392,24
82,1984,2061,0.03926841777160572,0.011043539439311953,413,0.11653128805277813,0.6380457472093098,0.536367082911067,0.10393777853628837,30626.707570548497,6444,17528.16489998631,6546,301,2740.992783739279,0.0,7028.186624972508,0.0,2393,0
83,1984,2064,0.04057730722587484,0.026263201901579162,392,0.105707779732436,0.5922903868956685,0.4184140630112784,0.12908559982192358,30711.67144700975,6410,17819.844224964094,6674,326,3725.50878535393,89.5479683635968,9552.58662911264,173.19991888101737,2625,22
84,1886,1994,0.057361347397135776,0.015194525711509685,376,0.054746740940848436,0.6528826896754442,0.5712962918296601,0.04795862728371342,29219.324544651383,6120,16488.74613586216,6266,303,2976.7343592688385,29.111754983864767,7632.652203253432,56.69680765093529,2444,7
85,1917,2215,0.155472029671836,0.026654358745146323,413,0.06175274902018337,0.5370251565733735,0.4461764347611969,0.0399509579228548,32482.55316692956,6867,19131.384004524763,7195,355,4185.799996263551,122.22177432125426,10732.820503239876,241.59429313142113,2882,28
86,1840,1946,0.05772039184897951,0.025187985709700312,332,0.06838678872627697,0.6400379210682813,0.38234024493161234,0.2261360439355833,27512.970916920713,5792,15278.658181770357,6026,271,3306.666613074925,64.06846303440611,8478.632341217757,125.8165718830926,2195,15
87,1937,2076,0.07182066606976384,0.012197506857900116,385,0.0907686936212533,0.5734579604901203,0.5523172765139099,0.126351127116673,30511.38077605105,6378,16913.1701009939,6532,309,3093.814734905749,72.3230985175386,7932.858294630126,144.41820132702208,2479,16
88,1910,2155,0.12872569578308787,0.027487754594536954,403,0.06486304318615825,0.5570864983192035,0.48566645257126756,0.2991071423176289,32108.990207977884,6742,18775.357712155735,7027,346,4225.928354784528,114.11878889333741,10835.71373021674,225.94561254701895,2822,26
89,1730,1844,0.06614983946347,0.008516918678699725,351,0.08227310478732608,0.5065388740678457,0.4891152493851175,0.148475258072214,27379.173772334452,5772,14893.554575776974,5868,285,2447.1537364376045,71.24882250219125,6274.753170352832,141.663647441516,2284,16
90,1877,2003,0.06726228538067511,0.004905184366831929,367,0.14257726440917623,0.6411155657145975,0.5071821297162298,0.11806318311175604,29887.14607673527,6272,15530.927195991317,6389,285,2515.9946909379837,271.81611514122363,6451.268438302522,555.9387567723683,2222,55
91,1839,1922,0.045438052219931344,0.008998825554747247,373,0.07903609706557616,0.6215580765668965,0.5817898024864085,0.12053799491805754,28604.60512891656,6004,15706.725598332221,6118,280,2489.831128075917,119.25938293657376,6384.182379681839,246.81893060659937,2231,23
92,1923,2072,0.07767927253624725,0.03138588117163299,372,0.08558093724947605,0.5737083106594455,0.5590587407007611,0.3030171554826413,30402.27561928592,6390,17814.25209447465,6691,338,3955.812254901227,195.1804278434728,10143.108345900582,408.1549431883918,2717,36
93,2063,2261,0.09641501137782095,0.024181723921575565,459,0.11293610671063058,0.5850834013300387,0.5402300548682285,0.15242324887345912,33917.89321668906,7200,21491.27248207123,7517,396,4649.040607292763,34.00215415455064,11920.616941776314,61.54398501166831,3227,10
94,1974,2221,0.12525144117754508,0.0013007459534653937,458,0.08603721297873951,0.5637406520472797,0.594205673846356,0.0727776280784635,33144.59707330254,7045,19193.750082634993,7174,351,2969.7630428666203,96.76239789292958,7614.777032991334,191.69845613571692,2791,22
95,1833,1929,0.052440911772895844,0.04335263186552628,370,0.07433379833778357,0.5636786713548069,0.5930246432844967,0.23884720720809588,28685.558990525584,6003,18371.249988351505,6407,345,4551.466910507881,37.903983620282574,11670.427975661234,71.5486759494425,2868,10
96,1906,2028,0.06415482456368449,0.020624432242202607,379,0.12619878823282282,0.5564222491176734,0.4242569908456316,-0.006324202983737731,29577.677480657258,6249,17127.238271137347,6495,329,3629.9263597581926,196.70869455601698,9307.503486559468,401.81716552824867,2630,40
97,1724,1834,0.0640880730132725,0.01048763050953437,368,0.07239585647002465,0.6047653099686239,0.5270246946413278,0.13836187094829544,27030.975191145055,5662,15726.739704601121,5781,294,2669.351172472955,71.66140534907561,6844.49018582809,142.72155217711693,2348,16
98,1947,2168,0.11351510286377427,0.05179155252354005,423,0.049209421458284046,0.6435033863118477,0.5974647740764926,0.16564672979334485,32511.981180293096,6828,21223.09604168978,7307,409,5501.007734965292,157.95533475405097,14105.148038372543,322.96239680525883,3307,32
99,1885,2167,0.14972079255451679,0.026899506963803128,385,0.1136169677642442,0.5033592487022202,0.5616302596336613,0.17257083606980422,31501.1468051358,6572,18237.425110935434,6933,344,4513.87410605147,55.33445100709939,11574.036169362744,105.98577181307536,2807,14
100,1725,1851,0.07319331388434955,0.007809936797301121,338,0.08367149434987307,0.6386077539307314,0.4339174359946986,0.14850806631109864,26678.99593557379,5634,14664.785580302352,5730,273,2461.5662576832974,40.98174256359427,6311.708353034095,87.1326732399853,2183,7
101,2170,2342,0.07931456299682942,0.0072388228190094555,437,0.10228564704396542,0.6705901418689708,0.4511169376519485,0.12981194410382796,33909.37058009752,7185,18707.994466174896,7322,347,3044.8590768101913,36.452992416569785,7807.330966179978,75.52049337581997,2767,7
102,2066,2245,0.08710549831218024,0.051016754011346796,411,0.0413231952120576,0.5919647432871381,0.45843215358048595,0.12935390156954935,32866.51992727241,6918,21041.46229252968,7416,407,5588.102673776426,158.0618915282747,14328.468394298525,323.2356193032685,3321,32
103,1775,1879,0.05910245292864256,0.039095595544781744,343,0.10147701694918565,0.615564047194379,0.31486848290994374,0.21580610325224747,27968.06974241334,5839,17150.61784018398,6181,307,4014.107060007641,0.0,10292.582205147797,0.0,2570,0
