iteration,month,customers,is_existing_customer,membership_signed_up,tier_chosen,membership_revenue,rides_taken,rides_taken_control,existing_customer_late_signup,additional_rides_taken,total_rides_taken,total_control_ride_minutes,control_ride_minutes_array,total_control_ride_revenue,control_ride_revenue_array,total_standard_minutes,total_membership_minutes,membership_ride_minutes_array,initial_standard_ride_revenue,initial_membership_ride_revenue,adjusted_standard_ride_revenue,adjusted_membership_ride_revenue,initial_standard_ride_revenue_array,initial_membership_ride_revenue_array,adjusted_standard_ride_revenue_array,adjusted_membership_ride_revenue_array,standard_ride_minutes_array
815,0,0,True,False,,0.0,4,4,,0,4,33.31912301558638,"[9.148049316413807, 5.3775984457674655, 3.040295178675624, 15.753180074729483]",16.99445797607869,"[4.567739233401385, 3.0972633938493117, 2.1857151196834934, 7.143740229144499]",26.862382082865583,0.0,[],14.476329012317578,0.0,0.0,0.0,"[4.4797477073705245, 3.9179615460067967, 2.4093857564899093, 3.669234002450348]",[],"[0.0, 0.0, 0.0, 0.0]",[],"[8.92243001889878, 7.481952682068709, 3.613809632025408, 6.844189749872687]"
815,0,1,True,False,,0.0,2,2,,0,2,14.645727682504852,"[7.626144270156479, 7.019583412348372]",7.711833796176892,"[3.974196265361027, 3.7376375308158654]",13.824468511471746,0.0,[],7.391542719473982,0.0,0.0,0.0,"[2.3872223086727544, 5.004320410801228]",[],"[0.0, 0.0]",[],"[3.556980278648088, 10.26748823282366]"
815,0,2,True,False,,0.0,1,1,,0,1,12.094269093592203,[12.094269093592203],5.71676494650096,[5.71676494650096],7.421278043284753,0.0,[],3.8942984368810536,0.0,0.0,0.0,[3.8942984368810536],[],[0.0],[],[7.421278043284753]
815,0,3,True,False,,0.0,4,4,,0,4,45.95404535579022,"[15.369717113986622, 9.46275916618838, 3.841995196896672, 17.279573878718548]",21.92207768875819,"[6.994189674454783, 4.690476074813469, 2.498378126789702, 7.739033812700234]",41.780134071139585,0.0,[],20.29425228774444,0.0,0.0,0.0,"[4.988316031886159, 3.31703746452084, 7.121030406772127, 4.867868384565313]",[],"[0.0, 0.0, 0.0, 0.0]",[],"[10.226451363810662, 5.94112170389959, 15.694949760954172, 9.91761124247516]"
815,0,4,True,False,,0.0,1,1,,0,1,2.523894688192525,[2.523894688192525],1.9843189283950848,[1.9843189283950848],6.868989429854984,0.0,[],3.6789058776434436,0.0,0.0,0.0,[3.6789058776434436],[],[0.0],[],[6.868989429854984]
815,0,5,True,True,1.0,5.99,6,6,True,3,9,80.6811898281897,"[19.83530525074512, 7.77340204286345, 34.341199359365795, 7.972175159791077, 6.6132313159811424, 4.145876699443128]",37.465664032993985,"[8.735769047790598, 4.031626796716745, 14.39306775015266, 4.109148312318521, 3.5791602132326457, 2.61689191278282]",46.191110321046374,21.873984201512922,"[11.665078205366918, 6.915376824770158, 3.293529171375847]",24.01453302520808,11.53085383859004,18.014533025208085,8.53085383859004,"[7.887280868094055, 4.123339379984538, 2.0165771282643528, 2.1500171693882546, 2.043850041029226, 5.793468438447659]","[5.549380500093098, 3.696996961660362, 2.2844763768365803]","[6.887280868094055, 3.1233393799845377, 1.0165771282643525, 1.1500171693882544, 1.0438500410292264, 4.793468438447659]","[4.549380500093098, 2.696996961660362, 1.2844763768365806]","[17.6596945335745, 8.008562512780866, 2.6066080211906475, 2.9487619727903955, 2.676538566741606, 12.290944713968356]"
815,0,6,True,False,,0.0,2,2,,0,2,28.975515773026487,"[15.196371862001811, 13.779143911024676]",13.300451151480331,"[6.926585026180707, 6.373866125299624]",21.11135214764736,0.0,[],10.23342733758247,0.0,0.0,0.0,"[3.6265248150883047, 6.606902522494165]",[],"[0.0, 0.0]",[],"[6.734679013046935, 14.376673134600424]"
815,0,7,True,True,1.0,5.99,5,5,True,1,6,56.28124779614126,"[8.164517030705639, 19.791894413210198, 14.494011506373637, 5.591247890935158, 8.239576954916632]",26.949686640495088,"[4.1841616419752, 8.718838821151977, 6.652664487485718, 3.180586677464712, 4.213435012417486]",34.33089780186837,4.559083906849644,[4.559083906849644],18.389050142728664,2.778042723671361,13.389050142728664,1.778042723671361,"[5.0094676562413065, 4.845181176175581, 1.975, 2.7014330676168314, 3.857968242694944]",[2.778042723671361],"[4.0094676562413065, 3.845181176175581, 0.9750000000000001, 1.7014330676168314, 2.857968242694944]",[1.778042723671361],"[10.280686298054633, 9.85943891327072, 2.5, 4.362648891325208, 7.328123699217805]"
815,0,8,True,False,,0.0,4,4,,0,4,29.09725959741708,"[6.389732156104672, 12.553467577102035, 3.9515446590340035, 6.2025152051763675]",15.347931242992662,"[3.491995540880822, 5.895852355069794, 2.5411024170232617, 3.4189809300187832]",47.790366238339566,0.0,[],22.63824283295243,0.0,0.0,0.0,"[8.148952257707206, 7.37323009195045, 3.989931007454014, 3.126129475840761]",[],"[0.0, 0.0, 0.0, 0.0]",[],"[18.330646814633862, 16.34161562038577, 7.6664897627026, 5.451614040617336]"
815,0,9,True,False,,0.0,2,2,,0,2,18.237371467078386,"[10.15428940047846, 8.083082066599927]",9.112574872160572,"[4.9601728661866, 4.152402005973972]",20.601776529038418,0.0,[],10.034692846324983,0.0,0.0,0.0,"[3.8925924241391217, 6.1421004221858615]",[],"[0.0, 0.0]",[],"[7.416903651638773, 13.184872877399645]"
