iteration,month,customers,is_existing_customer,membership_signed_up,tier_chosen,membership_revenue,rides_taken,rides_taken_control,existing_customer_late_signup,additional_rides_taken,total_rides_taken,total_control_ride_minutes,control_ride_minutes_array,total_control_ride_revenue,control_ride_revenue_array,total_standard_minutes,total_membership_minutes,membership_ride_minutes_array,initial_standard_ride_revenue,initial_membership_ride_revenue,adjusted_standard_ride_revenue,adjusted_membership_ride_revenue,initial_standard_ride_revenue_array,initial_membership_ride_revenue_array,adjusted_standard_ride_revenue_array,adjusted_membership_ride_revenue_array,standard_ride_minutes_array
826,0,0,True,True,1.0,0.0,2,2,,1,3,21.019925825122577,"[4.408058889727345, 16.611866935395234]",10.197771071797806,"[2.7191429669936644, 7.478628104804142]",21.274973310155715,6.112255531634425,[6.112255531634425],10.297239590960729,3.383779657337426,8.297239590960729,2.383779657337426,"[8.322239590960729, 1.975]",[3.383779657337426],"[7.322239590960729, 0.9750000000000001]",[2.383779657337426],"[18.774973310155715, 2.5]"
826,0,1,True,True,1.0,0.99,3,3,True,1,4,15.310752504276616,"[7.046748115865196, 4.981387517200336, 3.2826168712110846]",8.97119347666788,"[3.7482317651874264, 2.942741131708131, 2.280220579772323]",40.659323272628605,4.343052679970555,[4.343052679970555],18.85713607632516,2.6937905451885165,15.857136076325158,1.6937905451885165,"[6.472885087184351, 6.118342621722349, 6.265908367418457]",[2.6937905451885165],"[5.472885087184351, 5.118342621722349, 5.265908367418457]",[1.6937905451885165],"[14.03303868508808, 13.123955440313715, 13.502329147226812]"
826,0,2,True,True,1.0,0.99,1,1,True,2,3,5.414026666806433,[5.414026666806433],3.111470400054509,[3.111470400054509],21.49075612802372,23.649190681400576,"[14.652516178659294, 8.996674502741282]",9.38139488992925,11.223184365746224,8.38139488992925,9.223184365746224,[9.38139488992925],"[6.714481309677125, 4.5087030560691]",[8.38139488992925],"[5.714481309677125, 3.5087030560691]",[21.49075612802372]
826,0,3,True,True,1.0,0.99,7,7,True,2,9,60.57796395595798,"[7.626813576043202, 4.838733334957507, 8.993445996014229, 4.8347236548895385, 19.605658543202985, 9.48085944603154, 5.197729404818983]",30.625405942823612,"[3.974457294656849, 2.8871060006334277, 4.507443938445549, 2.88554222540692, 8.646206831849163, 4.697535183952301, 3.0271144678794033]",72.47245151888376,19.232302814606786,"[6.541481210385037, 12.69082160422175]",35.26425609236467,9.500598097696647,28.264256092364665,7.500598097696647,"[3.489157560498323, 6.409650246928845, 3.3820108713819037, 6.553607986914371, 2.466359987637313, 8.985217313746578, 3.978252125257331]","[3.5511776720501644, 5.949420425646482]","[2.489157560498323, 5.409650246928845, 2.3820108713819037, 5.553607986914371, 1.4663599876373128, 7.9852173137465785, 2.978252125257331]","[2.5511776720501644, 4.949420425646482]","[6.3824552833290324, 13.870898069048321, 6.107720183030522, 14.240020479267617, 3.7598974041982376, 20.47491618909379, 7.636543910916233]"
826,0,4,True,True,1.0,0.99,4,4,True,1,5,43.75407668284194,"[11.923035953796537, 11.85376227794015, 12.973494265200257, 7.003784185904999]",21.06408990630836,"[5.64998402198065, 5.622967288396659, 6.059662763428101, 3.73147583250295]",29.702544456127697,9.862258471273732,[9.862258471273732],15.5839923378898,4.8462808037967555,11.5839923378898,3.8462808037967555,"[7.253933755025001, 3.2983434566721996, 2.3317117666757263, 2.700003359516874]",[4.8462808037967555],"[6.253933755025001, 2.2983434566721996, 1.3317117666757263, 1.7000033595168742]",[3.8462808037967555],"[16.03572757698718, 5.893188350441537, 3.4146455555787854, 4.35898297312019]"
826,0,5,True,True,1.0,0.99,4,4,True,2,6,34.18261339982325,"[18.088064485684612, 2.5, 11.094548914138645, 2.5]",17.331219225931072,"[8.054345149417, 1.975, 5.326874076514072, 1.975]",33.49063178645184,22.572758427524093,"[4.84797287310802, 17.724785554416073]",17.06134639671622,10.803375786734396,13.06134639671622,8.803375786734396,"[4.354221837563143, 4.803091480185296, 4.107404656164048, 3.796628422803732]","[2.890709420512128, 7.912666366222268]","[3.3542218375631427, 3.803091480185296, 3.1074046561640487, 2.796628422803732]","[1.890709420512128, 6.912666366222268]","[8.600568814264468, 9.751516615859734, 7.967704246574484, 7.170842109753159]"
826,0,6,True,True,1.0,0.99,3,3,True,0,3,25.42716388083639,"[9.188348861494267, 2.5, 13.73881501934212]",12.916593913526192,"[4.583456055982765, 1.975, 6.358137857543427]",41.945199375371836,0.0,[],19.358627756395016,0.0,16.358627756395016,0.0,"[5.451816377686982, 10.469616067359919, 3.437195311348115]",[],"[4.451816377686982, 9.469616067359919, 2.437195311348115]",[],"[11.414913788940979, 24.28106683938441, 6.249218747046449]"
826,0,7,True,True,1.0,0.99,5,5,True,1,6,37.31831786662677,"[4.430498533542876, 12.107384459630477, 7.02237050457995, 5.7943819374705505, 7.963682431402915]",19.554143967984444,"[2.7278944280817217, 5.721879939255887, 3.7387244967861806, 3.2598089556135146, 4.105836148247137]",69.06433311150481,16.131103416148523,[16.131103416148523],31.935089913486877,7.291130332297924,26.935089913486877,6.291130332297924,"[8.639271425738206, 5.567341621668019, 4.641208358182006, 7.477368133721295, 5.609900374177351]",[7.291130332297924],"[7.639271425738206, 4.567341621668019, 3.641208358182005, 6.477368133721295, 4.609900374177351]",[6.291130332297924],"[19.587875450610785, 11.71113236325133, 9.336431687646167, 16.60863624031101, 11.820257369685516]"
826,0,8,True,True,1.0,0.99,1,1,True,4,5,5.891957568182321,[5.891957568182321],3.2978634515911054,[3.2978634515911054],4.319729605685218,37.73627994946406,"[11.435366131978768, 11.952403363607903, 4.131702193315694, 10.216808260561702]",2.6846945462172354,18.717149180290985,1.6846945462172351,14.717149180290985,[2.6846945462172354],"[5.4597927914717195, 5.661437311807083, 2.6113638553931207, 4.984555221619064]",[1.6846945462172351],"[4.4597927914717195, 4.661437311807083, 1.6113638553931207, 3.984555221619064]",[4.319729605685218]
826,0,9,True,True,1.0,0.99,3,3,True,1,4,37.17260169239573,"[9.819259494698834, 14.858931524080948, 12.494410673615953]",17.497314660034338,"[4.8295112029325455, 6.79498329439157, 5.872820162710222]",21.25952820445479,9.697770871789729,[9.697770871789729],11.291215999737368,4.782130639997995,8.291215999737368,3.782130639997994,"[2.5951602990361, 3.664665805666365, 5.031389895034902]",[4.782130639997995],"[1.5951602990361, 2.664665805666365, 4.031389895034902]",[3.782130639997994],"[4.090154612913077, 6.832476424785551, 10.33689716675616]"
