iteration,month,customers,is_existing_customer,membership_signed_up,tier_chosen,membership_revenue,rides_taken,rides_taken_control,existing_customer_late_signup,additional_rides_taken,total_rides_taken,total_control_ride_minutes,control_ride_minutes_array,total_control_ride_revenue,control_ride_revenue_array,total_standard_minutes,total_membership_minutes,membership_ride_minutes_array,initial_standard_ride_revenue,initial_membership_ride_revenue,adjusted_standard_ride_revenue,adjusted_membership_ride_revenue,initial_standard_ride_revenue_array,initial_membership_ride_revenue_array,adjusted_standard_ride_revenue_array,adjusted_membership_ride_revenue_array,standard_ride_minutes_array
583,0,0,True,True,1.0,0.99,3,3,True,2,5,31.705739580343867,"[8.425877143903287, 13.929740529097785, 9.350121907342796]",15.36523843633411,"[4.286092086122283, 6.432598806348136, 4.64654754386369]",41.94373209190689,18.86404436577237,"[5.124712449098839, 13.73933191667353]",19.358055515843688,9.356977302651224,16.358055515843688,7.356977302651224,"[5.660153959726905, 6.561204294917515, 7.136697261199267]","[2.998637855148547, 6.358339447502677]","[4.660153959726905, 5.561204294917515, 6.136697261199267]","[1.998637855148547, 5.358339447502677]","[11.949112717248475, 14.259498192096192, 15.735121182562223]"
583,0,1,True,True,1.0,0.99,4,4,True,1,5,47.94602445386792,"[17.32334641815927, 10.381842210792806, 9.691677274821192, 10.549158550094644]",22.698949537008488,"[7.756105103082116, 5.048918462209195, 4.779754137180265, 5.114171834536911]",25.60283064906602,8.186140684190702,[8.186140684190702],13.985103953135749,4.192594866834375,9.985103953135749,3.192594866834374,"[3.612419006602893, 4.765687825430139, 3.4317424884906367, 2.175254632612081]",[4.192594866834375],"[2.612419006602893, 3.765687825430139, 2.4317424884906367, 1.1752546326120812]",[3.192594866834374],"[6.698510273340751, 9.655609808795228, 6.235237149975991, 3.0134734169540542]"
583,0,2,True,True,1.0,0.99,3,3,True,1,4,30.960847312131854,"[4.7605372548036575, 7.6238974567330535, 18.576412600595145]",15.074730451731424,"[2.8566095293734266, 3.973320008125891, 8.244800914232107]",31.928478383154044,7.9489569521746954,[7.9489569521746954],15.452106569430075,4.100093211348131,12.452106569430075,3.100093211348131,"[10.214181284200201, 2.7845888553162483, 2.4533364299136275]",[4.100093211348131],"[9.214181284200201, 1.7845888553162483, 1.4533364299136275]",[3.100093211348131],"[23.62610585692359, 4.575868859785252, 3.7265036664451987]"
583,0,3,True,True,1.0,0.99,4,4,True,4,8,36.72722241561227,"[2.5, 5.754847711724313, 21.46564883637117, 7.006725867516787]",18.323616742088785,"[1.975, 3.244390607572482, 9.371603046184756, 3.7326230883315468]",33.84366545085264,35.614989056544545,"[7.654588033317424, 3.963888819009566, 17.97474101251959, 6.021771191697963]",17.19902952583253,17.889845732052372,13.19902952583253,13.889845732052372,"[5.148258822747963, 3.54262777071699, 3.7082384472448497, 4.7999044851227275]","[3.9852893329937955, 2.545916639413731, 8.010148994882641, 3.3484907647622055]","[4.148258822747963, 2.54262777071699, 2.7082384472448497, 3.799904485122728]","[2.9852893329937955, 1.5459166394137307, 7.01014899488264, 2.3484907647622055]","[10.636561083969136, 6.519558386453821, 6.944201146781666, 9.74334483364802]"
583,0,4,True,True,1.0,0.99,1,1,True,4,5,9.493344686105814,[9.493344686105814],4.702404427581268,[4.702404427581268],12.362593740824288,37.355618775989235,"[7.501462019025747, 7.883763655324714, 13.294128132296686, 8.676264969342087]",5.821411558921472,18.5686913226358,4.821411558921472,14.568691322635802,[5.821411558921472],"[3.9255701874200417, 4.074667825576638, 6.184709971595708, 4.3837433380434145]",[4.821411558921472],"[2.9255701874200417, 3.0746678255766384, 5.184709971595708, 3.383743338043414]",[12.362593740824288]
583,0,5,True,True,1.0,0.99,2,2,True,0,2,19.24909442434094,"[8.331325148504034, 10.917769275836903]",9.507146825492967,"[4.249216807916573, 5.257930017576393]",19.846005364155378,0.0,[],9.739942092020598,0.0,7.7399420920205975,0.0,"[4.502487160104036, 5.237454931916561]",[],"[3.502487160104036, 4.237454931916561]",[],"[8.980736307959067, 10.865269056196311]"
583,0,6,True,True,1.0,0.99,4,4,True,1,5,33.723046295735045,"[7.856667832535841, 13.910122373011285, 5.8718691750773395, 6.084386915110585]",17.15198805533667,"[4.064100454688978, 6.424947725474402, 3.2900289782801626, 3.3729108968931283]",59.71334040111621,5.9786709471597055,[5.9786709471597055],27.288202756435325,3.3316816693922853,23.288202756435325,2.3316816693922853,"[10.013320635019126, 5.186044537305484, 4.843838211959926, 7.244999372150791]",[3.3316816693922853],"[9.013320635019126, 4.186044537305484, 3.843838211959926, 6.244999372150791]",[2.3316816693922853],"[23.11107855133109, 10.733447531552523, 9.85599541528186, 16.012818902950745]"
583,0,7,True,True,1.0,0.99,4,4,True,2,6,30.006368561498668,"[7.915698415515938, 8.249763217743613, 8.366443430995627, 5.474463497243493]",15.702483738984483,"[4.087122382051216, 4.2174076549200095, 4.262912938088295, 3.135040763924962]",45.93962728331055,28.0964582544338,"[5.073698046260755, 23.022760208173043]",21.916454640491114,12.957618719229181,17.916454640491118,10.957618719229181,"[4.294526229239853, 7.70115674946368, 5.5437136674776575, 4.377057994309926]","[2.9787422380416944, 9.978876481187488]","[3.2945262292398527, 6.70115674946368, 4.5437136674776575, 3.3770579943099257]","[1.9787422380416944, 8.978876481187488]","[8.447503151897058, 17.182453203753024, 11.650547865327326, 8.659123062333142]"
583,0,8,True,True,1.0,0.99,4,4,True,1,5,56.01906037460626,"[13.631386041404955, 16.793404439418737, 21.325171030851248, 4.269098862931324]",25.847433546096443,"[6.316240556147933, 7.549427731373307, 9.316816702031987, 2.6649485565432167]",56.96024891321609,8.17889180471924,[8.17889180471924],26.214497076154274,4.189767803840504,22.214497076154274,3.189767803840504,"[13.076277288626946, 2.9664218131173943, 7.095313403947697, 3.076484570462238]",[4.189767803840504],"[12.076277288626946, 1.9664218131173943, 6.095313403947697, 2.076484570462238]",[3.189767803840504],"[30.964813560581913, 5.042107213121524, 15.629008728071017, 5.3243194114416355]"
583,0,9,True,True,1.0,0.99,1,1,True,2,3,4.4692277591036955,[4.4692277591036955],2.7429988260504414,[2.7429988260504414],4.869780949076184,18.407129957665575,"[13.48579951422978, 4.921330443435794]",2.899214570139712,9.178780683489574,1.8992145701397118,7.178780683489575,[2.899214570139712],"[6.259461810549615, 2.91931887293996]",[1.8992145701397118],"[5.259461810549615, 1.9193188729399597]",[4.869780949076184]
583,0,10,True,True,1.0,0.99,3,3,True,1,4,34.0636409515639,"[15.916480302155103, 6.737998096578526, 11.409162552830267]",16.28481997110992,"[7.20742731784049, 3.627819257665625, 5.449573395603804]",10.51682650906433,32.62733567874433,[32.62733567874433],7.101562338535089,13.72466091471029,4.101562338535089,12.72466091471029,"[1.975, 2.2808674316029083, 2.845694906932181]",[13.72466091471029],"[0.9750000000000001, 1.2808674316029083, 1.8456949069321806]",[12.72466091471029],"[2.5, 3.284275465648483, 4.732551043415848]"
