iteration,control1_world_revenue,control2_world_revenue,control3_world_revenue,treatment_world_revenue,adjusted_treatment_world_revenue,control1_world_rides_count,control2_world_rides_count,treatment_world_rides_count,standard_rider_revenue,subscription_revenue,early_membership_signup_revenue,standard_late_signup_revenue,membership_late_signup_revenue,late_signup_unused_membership_revenue,early_signup_unused_membership_revenue,standard_rides_count,early_membership_rides_count,standard_late_signup_rides_count,membership_late_signup_rides_count,total_control_ride_minutes,total_standard_ride_minutes,early_membership_ride_minutes,standard_late_signup_ride_minutes,membership_late_signup_ride_minutes,avg_total_control_ride_minutes,avg_total_standard_ride_minutes,avg_early_membership_ride_minutes,avg_standard_late_signup_ride_minutes,avg_membership_late_signup_ride_minutes,relative1_revenue_lift,relative2_revenue_lift,relative3_revenue_lift,adj_relative1_revenue_lift,adj_relative2_revenue_lift,adj_relative3_revenue_lift
10,29137.50722295144,29006.533524475923,32397.769562352354,33624.996814916754,31914.976814916754,6082,6176,9650,17870.528085394595,2557.73,0.0,10767.432290092682,2429.3064394294797,1707.0500000000006,2.9700000000000006,3728,0,2961,2961,59116.68518705497,36262.89252665281,0.0,21772.90330792996,6228.990870331998,30.551258494602052,24.04701095931884,,54.56867996974927,15.611505940681699,0.15401075862902042,0.1592214832063176,0.03787999202236727,0.09532282808934035,0.10026855804698848,-0.014902036589476418
11,31704.83891489757,31542.94420244851,35443.01842200586,36296.23803210407,34504.47803210407,6688,6879,10514,19024.814381731983,2875.2000000000003,0.0,11679.860042680823,2716.363607691264,1791.7600000000007,0.0,4018,0,3248,3248,64145.74080742966,38479.011235210215,0.0,23584.25651969442,6965.034891516061,30.32895546450575,23.534563446611752,,55.232450865794895,16.311557122988432,0.1448169829700374,0.15069277614505577,0.024072995136567264,0.08830321216017895,0.0938889474187279,-0.026480261323315234
12,31865.3741141536,31836.944343598912,36020.59911484492,36854.99437619488,35003.41437619488,6636,6790,10572,18623.400737088392,2965.05,0.0,12324.611108679048,2941.93253042744,1846.6300000000006,4.950000000000001,3910,0,3331,3331,64690.70285680411,37726.6685566369,0.0,25088.74643251038,7543.416744685743,31.16122488285362,23.862535456443325,,57.01987825570541,17.14412896519487,0.15658439295790497,0.15761720027019147,0.023164391538565237,0.09847806119581881,0.09945898068677603,-0.02823897335541075
13,33088.85893196183,33301.3627547817,37015.84126141034,38259.83992407564,36385.24992407564,6948,7082,10876,20775.62264778055,2869.21,0.0,11906.373283422558,2708.6339928725374,1871.6200000000006,2.9700000000000006,4280,0,3298,3298,67027.84341528676,42296.46832764243,0.0,24016.341752365537,6945.215366339839,30.606321194194866,24.720320472029474,,54.70692882087822,15.82053614200419,0.15627559121172815,0.14889712489564583,0.03360719681824947,0.0996223834400554,0.0926054345584138,-0.017035715408475913
14,29855.06962580493,29630.201600449425,32905.93654852493,33829.49500741268,32303.155007412683,6249,6345,9569,19267.2562028249,2372.04,0.0,9846.37455329851,2343.82425128927,1524.3600000000006,1.9800000000000004,4049,0,2760,2760,60528.383655910075,39021.16975083308,0.0,19867.62705973977,6009.805772536589,30.158636599855544,24.22170685961085,,54.43185495819115,16.46522129462079,0.1331239696112616,0.14172341665402519,0.028066621277465325,0.08199898416889895,0.09021043606138389,-0.01831832199102892
15,32011.515307636495,32171.081706394416,36009.6441700186,36758.574155036724,34934.81415503672,6760,6926,10416,19666.868355902912,2863.2200000000003,0.0,11615.058445459252,2613.427353674558,1819.8000000000006,3.960000000000001,4138,0,3139,3139,64747.475147785895,39817.61116898182,0.0,23548.86780886988,6701.095778652713,30.498104167586384,24.205234753180438,,55.80300428642152,15.879373883063302,0.1482922255251002,0.14259677341624744,0.020798039033156603,0.0913202270903702,0.0859073522570731,-0.02984839311122024
16,30984.00563138253,31112.735414207033,34789.074399748904,36236.537924227094,34531.647924227094,6525,6551,10372,19430.786374342257,2539.76,0.0,11457.453981119357,2808.5375687654832,1704.8900000000006,0.0,4112,0,3130,3130,62715.399054826994,39278.9394213904,0.0,23308.856361844504,7201.3783814499575,29.864475740393807,23.43612137314463,,56.574894082146855,17.47907374138339,0.1695239910337633,0.1646850539435493,0.041606842074781866,0.11449914949832347,0.10988787917564076,-0.007399635660432175
17,27947.13005025725,28077.494068895743,31415.2837573745,32231.741408958198,30717.381408958197,5915,6070,9241,17448.963023655844,2449.9100000000003,0.0,10014.403177734524,2318.4652075678273,1510.4000000000005,3.960000000000001,3685,0,2778,2778,56492.641154505756,35292.21288116883,0.0,20293.341481370575,5944.782583507249,29.81142013430383,23.749806784097462,,55.598195839371435,16.287075571252736,0.15331131858605676,0.14795648535687989,0.025989185960863477,0.09912471705392337,0.09402147262803351,-0.022215376241905616
18,30683.572871013963,30693.056493812066,34621.22166255437,34931.04776718769,33263.05776718769,6501,6803,9965,18919.592997848376,2881.19,0.0,10636.326285815034,2493.938483524278,1662.0500000000004,5.940000000000001,3973,0,2996,2996,62006.59710516401,38324.59743038045,0.0,21413.657143115473,6394.714060318662,29.86830303716956,24.027960771398398,,54.074891775544124,16.14826782908753,0.13842830214163918,0.1380765475158862,0.008949022875423701,0.08406729252219854,0.08373233450678831,-0.03922923080544114
19,31224.113489533884,30707.96646154918,33970.89984528927,35569.28489807093,33768.43489807093,6537,6573,10277,19120.976121834145,2557.73,0.0,11393.468717505435,2497.1100587313467,1797.8800000000006,2.9700000000000006,4077,0,3100,3100,63300.29099880483,38574.29774829267,0.0,23026.84286539855,6402.846304439349,30.833069166490418,23.723430349503488,,55.62039339468249,15.465812329563645,0.13916076144142636,0.15830805477167717,0.047051595926544426,0.08148578531748832,0.09966366351070183,-0.005959952434006927
20,29236.15422991955,29195.980633321815,32414.58424502931,33652.87675473065,32014.656754730648,6155,6247,9629,18150.36757729053,2449.91,0.0,10663.056802601874,2389.5423748382427,1637.2300000000007,0.9900000000000002,3843,0,2893,2893,59182.446743383465,36685.55789048853,0.0,21610.402057953524,6127.031730354469,30.459313815431532,23.914966030305433,,56.42402626097526,15.997471880821067,0.15107057139174399,0.15265444162961633,0.03820170884626504,0.09503652576738865,0.09654329329811362,-0.012337887392771035
21,31708.777555135304,31403.645547291795,35135.73386458617,35650.78577360477,33993.73577360477,6649,6820,10163,19668.26168148762,2707.4800000000005,0.0,10748.046430146378,2526.997661970774,1654.0800000000008,2.9700000000000006,4165,0,2999,2999,64255.83988496231,39751.95302945543,0.0,21707.811359349686,6479.481184540446,30.280791651725878,23.803564688296664,,54.956484454049836,16.40374983427961,0.12431914827416778,0.1352435410696847,0.014658919919066633,0.07206074767456346,0.08247737424027642,-0.032502468722659404
22,29552.049808288488,29674.30615026221,33043.9378119344,34315.89810693206,32671.808106932058,6233,6332,9759,18689.590080743073,2473.87,0.0,10644.661801270591,2507.7762249183907,1640.1300000000006,3.960000000000001,3939,0,2910,2910,59792.43540586792,37822.02584805916,0.0,21586.312310950238,6430.1954485086935,30.6313705972684,24.575715300883143,,55.634825543686176,16.572668681723435,0.1612019582244833,0.1564178765685759,0.038492999903246124,0.10556825394117225,0.10101337977344281,-0.01126166339860189
23,31281.020931640425,31012.5402979368,34631.08261704398,35942.111811300114,34286.081811300115,6514,6596,10238,19878.1913644116,2527.7799999999997,0.0,10873.435607369414,2662.704839519103,1654.0500000000006,1.9800000000000004,4172,0,3033,3033,63505.18187600109,40272.285549773325,0.0,22024.19386504978,6827.44830645924,30.327211975167664,24.086295185271126,,54.92317672082239,17.0260556270804,0.14900699340490656,0.15895413487592525,0.0378570086518432,0.09606658574944726,0.10555541345257344,-0.009962172120315783
24,31416.451068491504,31533.410853190864,35579.69735067716,36005.02968805411,34260.159688054104,6628,6891,10229,19109.441638015705,2923.12,0.0,11387.659012400825,2584.809037637576,1736.9500000000007,7.920000000000002,4017,0,3106,3106,63560.13094485001,38698.56830260438,0.0,23096.561570258527,6627.715481121989,30.281148615936164,24.021457667662556,,56.19601355294046,16.125828421221385,0.14605655519647873,0.14180574552120673,0.011954355125194743,0.09051654540364809,0.08647173778815367,-0.03708681525920691
25,31693.314663365956,31480.08631426982,35552.665946801826,36350.49806708117,34634.62806708117,6620,6831,10415,19206.87000205776,2881.1900000000005,0.0,11424.721788397912,2837.7162766254996,1711.9100000000005,3.960000000000001,4031,0,3192,3192,64290.55041888707,38912.48718476349,0.0,23130.055867686955,7276.195581091025,30.512838357326565,23.931418932818875,,55.46775987454905,17.448910266405335,0.1469452928222246,0.1547140533284881,0.02244085215643624,0.09280548389957623,0.10020753187647402,-0.02582191392044513
26,31626.251490660754,31881.667068876763,35428.03691715807,36784.45771245414,35064.51771245414,6671,6699,10444,20468.625917625217,2557.7300000000005,0.0,11094.31369785583,2663.788096973087,1719.9400000000005,0.0,4254,0,3095,3095,63987.82433502757,41575.96389134671,0.0,22418.75307142521,6830.2258896745825,29.998979997668812,24.370436044165718,,54.546844456022406,16.618554476093873,0.1630988807926417,0.15378087453787934,0.03828664846623626,0.10871557834821824,0.09983325641978454,-0.010260777517928909
27,33230.499360485825,33541.27323671429,37709.15862608206,38960.51475779147,37020.08475779147,7052,7162,11256,20026.53243329285,2977.03,0.0,12879.896962255272,3077.0553622433454,1937.460000000001,2.9700000000000006,4232,0,3512,3512,67124.35733457904,40498.8011110073,0.0,26120.248621167368,7889.885544213706,30.31813791083064,23.586954636579673,,56.7831491764508,17.151925096116752,0.17243241924071623,0.16156934421753782,0.03318440870340418,0.11403937558072978,0.10371733644473792,-0.018273382207313067
28,30813.80106192745,30791.45497216458,34691.80504542916,35668.14880865996,33849.458808659954,6504,6668,10350,18542.487448413194,2869.21,0.0,11528.315421656545,2728.135938590214,1815.7200000000007,2.9700000000000006,3904,0,3223,3223,62332.82323571142,37534.58320105947,0.0,23277.731850401397,6995.220355359523,30.068896881674586,23.547417315595652,,53.883638542595826,16.19263971148038,0.15753810239043775,0.15837815526755383,0.02814335437294972,0.09851617269260773,0.09931339195435235,-0.024280841993264586
29,29727.651425076874,29638.14848231298,33050.081731968276,34409.244004430795,32668.324004430793,6272,6298,10039,18099.794771667748,2557.7300000000005,0.0,11170.098116572948,2581.621116190103,1740.9200000000005,0.0,3803,0,3118,3118,60142.69596173557,36658.4481324814,0.0,22497.687478392174,6619.541323564365,30.638153826661014,23.866177169584244,,54.73889897419021,16.10593996001062,0.15748275948246437,0.16097819082609158,0.04112432409351187,0.09892044740787372,0.1022390289975812,-0.011550886035123492
30,32875.63898543788,32601.522331414333,36440.54590407083,37561.300335617,35842.410335617,6841,6994,10603,20788.5966636694,2713.4700000000003,0.0,11300.840544780047,2758.3931271675506,1716.9100000000005,1.9800000000000004,4377,0,3113,3113,66755.48457804584,42081.01708633179,0.0,22935.488576359094,7072.802890173207,30.247161113749815,23.991457859938308,,55.533870644937274,17.12543072681164,0.14252685255044364,0.15213332536387422,0.0307556981856567,0.09024224142056192,0.09940910032534886,-0.01641401229357022
31,29087.51221270641,28748.26247556004,32111.831331654455,33425.441159752954,31804.291159752953,6069,6155,9614,18098.06615938779,2455.9,0.0,10371.643250742592,2499.83174962257,1618.1800000000007,2.9700000000000006,3818,0,2898,2898,59021.8261864267,36615.55425484048,0.0,20968.316027545105,6409.824999032229,30.42362174558077,23.93173480708528,,54.18169516161526,16.562855294656924,0.14913372155462612,0.1626943085053977,0.040907347031422625,0.09340018242810612,0.10630307437852826,-0.009577160789280267
32,31806.463048300757,32138.579088683357,36015.05248249159,36557.551047917244,34847.53104791724,6704,6980,10299,19613.18894508075,2869.21,0.0,11505.148708336113,2570.0033945003834,1708.0400000000006,1.9800000000000004,4111,0,3094,3094,64365.28986743784,39749.202423283976,0.0,23410.637713682343,6589.752293590726,30.418378954365707,24.28173636119974,,57.80404373748727,16.270993317507966,0.14937492397069005,0.13749742784334537,0.015063106341143984,0.09561163701221255,0.08428972394077498,-0.032417596368683126
33,25434.655393563684,25490.536900063238,28627.464623903383,29700.147794794106,28234.637794794104,5347,5436,8621,15385.557880396404,2228.2800000000007,0.0,9797.003484929784,2289.3064294679157,1463.5300000000007,1.9800000000000004,3217,0,2702,2702,51506.80870144534,31201.43046255488,0.0,19820.521756230217,5870.0164858151675,30.80550759655822,24.001100355811445,,56.630062160657765,16.77147567375762,0.1677039588399463,0.16514406547162308,0.037470421673145765,0.11008532877307879,0.10765174956844702,-0.013722026531866752
34,29826.590192731615,30115.317680593715,33796.751420720764,34764.66291357223,33001.742913572234,6357,6493,9991,18297.88765194213,2695.5,0.0,11167.623902210584,2603.6513594195176,1762.9200000000005,0.0,3857,0,3067,3067,60178.43639161952,37027.91705626187,0.0,22573.394621052776,6676.029126716711,29.850414876795398,23.644902334777694,,54.92310126776831,16.24337987035696,0.1655594115496302,0.15438473146091206,0.028639187263958227,0.10645376157058561,0.09584575077680584,-0.023523222609529
35,30011.861577688003,30010.32755526243,33600.169451276124,34757.28242950332,33091.24242950332,6278,6405,9890,18634.855650046185,2557.73,0.0,10959.61112803411,2605.085651423022,1662.0800000000004,3.960000000000001,3908,0,2991,2991,60856.055327405134,37761.16833345176,0.0,22237.464430856693,6679.706798520568,30.596307354150394,24.174883696191905,,56.29737830596631,16.91065012283688,0.15811817735902292,0.1581773762882003,0.03443771258073967,0.10260545963948631,0.10266182095372164,-0.015146561165734703
36,29712.41114045189,29507.04002816933,32841.6649824516,34371.016966190815,32635.066966190814,6187,6242,9929,17978.89056113721,2521.79,0.0,11342.2234700009,2528.112935052707,1735.9500000000007,0.0,3775,0,3077,3077,60321.56702679972,36420.23220804412,0.0,23008.26530769461,6482.340859109507,30.54256558318973,23.436442862319254,,56.39280712670248,15.888090340954673,0.15678989509526797,0.16484123562980288,0.04656743147938449,0.09836481502370838,0.10600951281576425,-0.006290729059296386
37,30709.388486529006,30483.822221667284,33512.5753697251,35125.76950087739,33453.62950087739,6471,6480,10053,19742.104628257082,2354.07,0.0,10686.514264160065,2343.08060846024,1672.1400000000008,0.0,4179,0,2937,2937,62149.71406802309,39905.39648271047,0.0,21557.728882461703,6007.8989960518975,29.8796702250111,23.65465114564936,,55.418326175994096,15.444470426868632,0.14381207936737894,0.15227576271294163,0.04813697883122501,0.0893616300940728,0.09742240515689748,-0.0017589179046191973
38,28896.630620924152,28920.318010621464,32718.760922418678,33322.759305076244,31675.659305076242,6068,6291,9586,17099.87705700595,2749.4100000000003,0.0,10900.233931643597,2573.2383164266985,1644.1300000000006,2.9700000000000006,3604,0,2991,2991,58534.95031006192,34604.812966681915,0.0,22118.54854267589,6598.046965196663,30.360451405633775,23.556714068537723,,56.13844807785759,16.746312094407774,0.15317109950345273,0.15222658661076655,0.01846030734751054,0.09617137446259169,0.09527354759525236,-0.03188084108123146
39,29270.20611396616,29205.947255368686,33096.4885542331,32798.445781986244,31192.305781986244,6147,6489,9312,17337.958603400322,2917.13,0.0,10126.171973660426,2417.1852049254985,1596.2400000000007,9.900000000000002,3644,0,2834,2834,59290.27208709272,35112.71436769313,0.0,20449.1589068216,6197.910781860251,30.111870028995796,23.692789721790238,,53.81357607058316,16.310291531211185,0.12054030826713578,0.12300571849992567,-0.009005268693640284,0.06566744561128875,0.06801212469670614,-0.057534284011024193
40,31499.221667317695,31543.673843196288,35010.72955515738,36325.729811936624,34695.61981193662,6610,6690,10219,20593.974966876725,2461.8900000000003,0.0,10684.988989389074,2584.8758556708244,1629.1200000000008,0.9900000000000002,4331,0,2944,2944,63818.5170956864,41699.93581250442,0.0,21694.843562536087,6627.88680941237,29.779989312032853,24.076175411376685,,55.343988679938995,16.907874513807066,0.15322626684540325,0.1516011100200932,0.03755992158653936,0.10147546432664335,0.09992323609509375,-0.009000376376742343
41,32835.54525311369,33152.73306384651,36930.98501158663,37928.44991046629,36160.61991046629,6909,7090,10664,20683.685152935595,2803.3199999999997,0.0,11727.624994959255,2713.8197625714383,1762.8800000000006,4.950000000000001,4330,0,3167,3167,66478.32116182997,41932.52603316819,0.0,23865.70511528014,6958.512211721636,30.30005522417045,24.294626902183193,,56.958723425489595,16.607427712939465,0.15510339840845663,0.14405198019187643,0.027008889650972475,0.10126448736334875,0.09072817136454799,-0.020859587169923786
42,29826.487430767615,29853.813014484178,33220.89381427712,34193.439613729555,32512.389613729556,6259,6383,9724,18684.75083866678,2587.6800000000003,0.0,10560.100050840974,2360.9087242217993,1677.0900000000006,3.960000000000001,3898,0,2913,2913,60429.454950686195,37914.74574017123,0.0,21351.53859189993,6053.612113389228,30.22984239654137,24.195753503619166,,54.32961473765886,15.403593163840275,0.14641188283060097,0.14536255710920143,0.02927512441084498,0.09005090489439564,0.08905316710986018,-0.021327066168312335
43,29504.506560584123,29811.86335805859,32816.26002088169,34170.15140672465,32585.82140672465,6217,6262,9545,19439.463293653967,2300.1600000000003,0.0,10126.51293976354,2304.0151733071493,1581.3600000000006,2.9700000000000006,4053,0,2746,2746,59711.55528354904,39452.46998372812,0.0,20560.289589137275,5907.7312136080745,29.70724143460151,24.263511675109548,,55.568350240911556,15.96684111785966,0.158133295215772,0.14619307744438442,0.04125672410510692,0.10443539666773963,0.09304879790133015,-0.007022086429422572
44,27808.359558220545,28106.8691061466,31545.53710685797,32128.641030884988,30607.211030884988,5885,6081,9074,17466.58204923849,2485.8500000000004,0.0,9867.27809353577,2308.930888110732,1519.4500000000005,1.9800000000000004,3642,0,2716,2716,56213.74245697575,35447.64628009868,0.0,19959.687419322487,5920.335610540338,29.55506964089156,23.838363335641343,,55.59801509560581,16.491185544680608,0.1553590913415569,0.14308857772632094,0.01848451405508807,0.10064784536479651,0.08895839359751366,-0.029745129169761093
45,28405.974706934583,28646.28066583744,32090.822802476774,33525.48363325936,31961.233633259362,6027,6059,9644,18113.696950784262,2336.1000000000004,0.0,10407.295286176199,2668.391396298902,1563.2600000000007,0.9900000000000002,3798,0,2923,2923,57381.98642803739,36706.915258421184,0.0,21039.21868250307,6842.029221279235,29.886451264602805,23.991447881321037,,55.22104641076921,17.95808194561479,0.18022648330652014,0.17032588014962413,0.04470626507812261,0.1251588429196501,0.11572018741599571,-0.0040382002672555385
46,30170.56417130863,29866.08449287109,33354.848088089595,34661.96176062537,32936.05176062536,6300,6364,10062,18034.491524242338,2581.6900000000005,0.0,11428.64621263473,2617.1340237482937,1723.9300000000005,1.9800000000000004,3826,0,3118,3118,61206.57479822726,36432.02954933932,0.0,23170.88772470443,6710.600060893061,31.03781683480084,23.641810220207216,,56.65253722421621,16.407335112207974,0.14886687447455596,0.16057937788594392,0.039188116494600925,0.09166177913062148,0.1027910862733634,-0.012555785784369262
47,31339.385528803636,31415.21142719202,35214.218536806315,36001.08965410859,34359.00965410859,6633,6813,10250,19674.309697673787,2689.51,0.0,11018.642874125526,2618.6270823092677,1638.1200000000008,3.960000000000001,4170,0,3040,3040,63349.706484111884,39754.640250445605,0.0,22347.8022413475,6714.428416177609,29.98093065977846,23.891009765892793,,56.43384404380682,16.95562731357982,0.14874905958256393,0.14597636045024912,0.022345267053983545,0.09635237176330894,0.09370614085278785,-0.024285896953920832
48,29633.01415405845,29591.80537948198,33084.28460465497,34351.04222627137,32583.142226271368,6253,6334,9958,17893.13709244286,2629.61,0.0,11290.57521921046,2537.71991461805,1767.9000000000005,0.0,3808,0,3075,3075,59948.754241175506,36115.73613446887,0.0,22893.782613360156,6506.974140046282,30.185676858597937,23.345660073994097,,55.29899181971052,15.717328840691502,0.15921526064424177,0.16082955351177372,0.038288801972105165,0.0995554504471115,0.10108666262260184,-0.015147444908423046
49,29938.133985062574,29620.233756785834,33016.63662017032,34043.146347456175,32449.856347456174,6302,6390,9692,19018.977138557944,2413.9700000000003,0.0,10163.003286634288,2447.1959222639407,1593.2900000000004,0.0,4062,0,2815,2815,60605.471756570696,38351.223432199855,0.0,20551.290478549454,6274.8613391383105,29.86962629697915,23.586238273185643,,54.512706839653724,16.644194533523372,0.1371165071424214,0.14932065111258874,0.031090681316059486,0.08389709137005022,0.09553005603887542,-0.017166505457066824
50,30535.228408955387,30295.1938509159,33872.737881433706,35179.89411096262,33412.094110962615,6438,6520,10291,18567.858817323184,2659.5600000000004,0.0,11350.302085726573,2602.173207912857,1762.8500000000006,4.950000000000001,3925,0,3183,3183,61787.76515116765,37545.79183929022,0.0,22859.748937760436,6672.238994648351,30.55774735468232,23.793277464695958,,54.55787335981011,15.924198077919693,0.15210843160567422,0.16123680489006145,0.03859021476517222,0.09421464491693467,0.10288431476573906,-0.013599248223851996
51,29233.59348461644,29795.655145172313,33990.906709324045,33734.33644696842,32112.296446968416,6188,6540,9486,17478.50847366914,2995.0,0.0,10687.310145180822,2573.5178281184535,1611.1500000000005,10.890000000000002,3634,0,2926,2926,59091.26534517034,35498.739676074714,0.0,21731.56447482262,6598.763661842189,30.443722485919803,24.634795056262814,,56.00918679077994,17.007122839799457,0.15395791026239725,0.13218978681978316,-0.007548202951739687,0.09847242912051966,0.07775097713102172,-0.05526802442843654
52,31605.35876158449,31465.867264634704,34677.96076527592,36012.28260073686,34452.00260073686,6605,6668,10118,20769.078568243178,2330.11,0.0,10530.497182279067,2382.5968502146125,1559.2900000000006,0.9900000000000002,4368,0,2875,2875,64103.4840040628,42054.04761087995,0.0,21375.633800715557,6109.222692857981,30.08140966872961,24.141244323122816,,57.154101071431974,16.33482003437963,0.13943596946315537,0.14448720888147856,0.03847751730537254,0.09006839190233744,0.09490077966032572,-0.006515901153141713
53,28719.374725433,28763.008774817372,32336.359070177212,32579.851096468497,31007.591096468495,6063,6312,9266,17317.59042067337,2671.54,0.0,10283.838992949928,2306.881682845201,1567.3100000000006,4.950000000000001,3692,0,2787,2787,58093.26852675127,34937.41133505992,0.0,20886.76664858956,5915.0812380646175,30.05342396624484,23.495232908580984,,56.45072067186368,15.98670604882329,0.1344206274664043,0.13269968908791116,0.007529976574136031,0.07967500660831309,0.07803711841218444,-0.04109207133756121
54,29634.186297762695,29709.28454044935,33275.125734014284,34593.000955428695,32816.140955428695,6190,6274,9932,17968.26040853544,2665.55,0.0,11294.542870040672,2664.6476768525863,1772.9000000000005,3.960000000000001,3718,0,3107,3107,60113.29819939153,36539.12925265497,0.0,22857.80223087352,6832.429940647657,30.529861960076957,23.975806596230296,,54.81487345533218,16.384724078291743,0.16733426077031777,0.16438350806900584,0.03960541672926758,0.10737445684163188,0.10457526874298652,-0.013793630180528774
