iteration,control1_world_revenue,control2_world_revenue,control3_world_revenue,treatment_world_revenue,control1_world_rides_count,control2_world_rides_count,treatment_world_rides_count,standard_rider_revenue,subscription_revenue,early_membership_signup_revenue,standard_late_signup_revenue,membership_late_signup_revenue,control_world_rides_count,standard_rides_count,early_membership_rides_count,standard_late_signup_rides_count,membership_late_signup_rides_count,total_control_ride_minutes,total_standard_ride_minutes,early_membership_ride_minutes,standard_late_signup_ride_minutes,membership_late_signup_ride_minutes,avg_total_control_ride_minutes,avg_total_standard_ride_minutes,avg_early_membership_ride_minutes,avg_standard_late_signup_ride_minutes,avg_membership_late_signup_ride_minutes
162,29336.022567363383,29570.21458543114,46095.524109948594,43112.18978772041,6200,6059,18939,22.08205316573516,1904.7600000000002,0.0,28581.599599253037,12603.74813530164,6794,5,0,9467,9467,59323.13478811123,43.80013632239785,0.0,57898.973331418034,32317.302911029845,29.976318740834376,21.900068161198924,,30.093021482026007,16.796934984942748
163,28383.44253102584,28376.230891020186,44173.78162775793,42028.05643680667,5929,5883,18519,46.04816534999135,1865.16,0.0,27943.5734773354,12173.274794121276,6794,9,0,9255,9255,57575.49366929703,94.99529576920855,0.0,56665.573018808725,31213.525113131476,30.207499301834748,31.665098589736186,,30.077268056692528,16.567688488923288
164,31927.187513574172,31661.533793982155,49260.8067730348,46789.97310579494,6717,6645,20665,92.82322215864924,2064.1500000000005,0.0,31057.61600212335,13575.383881512931,6794,15,0,10325,10325,64641.50644506198,199.546723483716,0.0,62745.16923621371,34808.676619263926,30.362379729949264,49.886680870929,,30.09360634830394,16.694808930102603
165,29353.820884202953,29329.574073449257,46156.055140768905,44308.911005250964,6182,6160,19532,41.58932514331361,1951.2900000000002,0.0,29159.715120160436,13156.31655994722,6794,10,0,9761,9761,59414.92534411013,80.99826959823999,0.0,59012.09005169342,33734.1450255057,29.962140869445353,20.249567399559997,,29.94017760106211,17.11524354414292
166,28670.25312748532,28794.11508078519,44651.83410185385,42175.9116722346,6018,5943,18467,36.321379587207716,1865.1600000000003,0.0,28161.510833128537,12112.919459518856,6794,7,0,9230,9230,58082.70032688543,75.18302458258387,0.0,57109.002136227005,31058.76784492014,30.11026455515056,37.591512291291934,,30.31263383026911,16.485545565244237
167,28917.378717908497,28757.904089372205,44608.96630605886,42198.22364120286,6086,6009,18610,0.0,1862.19,0.0,28183.51370470356,12152.519936499295,6794,0,0,9305,9305,58541.99671258588,0.0,0.0,56988.496678727075,31160.30752948537,30.44305601278517,,,30.296914768063303,16.565820058205937
168,28737.70469634996,28745.05380053081,43981.761016584845,41751.79793654573,6026,5958,18464,0.0,1845.3600000000001,0.0,28240.01872626027,11666.419210285461,6794,0,0,9232,9232,58235.14024705117,0.0,0.0,57212.86852887248,29913.895410988356,30.747170140998506,,,30.693598996176224,16.048227151817787
169,31399.53591186442,31291.057210240964,48493.05946325774,45251.03616815469,6568,6401,19853,55.89052680707727,1978.0200000000002,0.0,30153.13515937626,13063.990481971356,6794,13,0,9920,9920,63670.60490221646,109.9757097617366,0.0,61110.60297275964,33497.41149223424,30.743894206767965,27.49392744043415,,30.58588737375357,16.765471217334454
170,30051.504755847254,30014.597358215706,47286.54125011312,44388.80822713148,6309,6195,19563,70.95378923754984,1930.5,0.0,29142.840936886547,13244.513501007383,6794,13,0,9775,9775,60878.217322685276,148.5994595834611,0.0,59014.976761247555,33960.29102822406,30.272609310136886,49.533153194487035,,30.26409064679362,17.415533860627725
171,33145.714845575385,33090.76488797315,50874.100780557346,47338.506374119286,6968,6813,20938,45.360867967209686,2078.01,0.0,31904.566060645895,13310.569445506182,6794,8,0,10465,10465,67122.3457578856,95.79709735181973,0.0,64555.29759139972,34129.66524488765,30.86084862431522,47.898548675909865,,30.75526326412564,16.259964385368104
172,33659.1137039592,33549.15894804633,52194.42997593428,49996.78986130668,7063,7036,21961,46.88752795870205,2199.78,0.0,33230.565226698745,14519.557106649234,6794,7,0,10977,10977,68195.16334348512,102.27571271462062,0.0,67247.6031453814,37229.63360679291,30.390001489966632,51.13785635731031,,30.264447860207653,16.75501062411922
173,28735.26819342962,28830.15594728288,44110.43369171912,41649.43231479259,6023,5925,18252,54.78255789705147,1824.5700000000002,0.0,28144.91885250709,11625.16090438845,6794,14,0,9119,9119,58236.58511135799,104.57066127449093,0.0,57112.61244232587,29808.10488304731,30.829319804848062,26.142665318622733,,30.988937841739485,16.173686860036522
174,31942.132735454048,32063.077858470147,49497.34456892943,47509.330595445295,6719,6687,20821,42.68109157908807,2053.26,0.0,31800.52529266888,13612.864211197324,6794,9,0,10406,10406,64674.69932167705,86.36177327971298,0.0,64447.50075043302,34904.78002871109,30.959645438811418,28.787257759904325,,31.074011933670693,16.829691431393968
175,30865.939957133538,30768.712163852513,48170.90287094581,44993.63553966914,6480,6335,19843,28.17584708833597,2008.71,0.0,29766.684413731935,13190.065278848875,6794,5,0,9919,9919,62528.05117213729,59.42524894445121,0.0,60245.34465059471,33820.680202176605,29.860578401211693,19.80841631481707,,29.69213634824776,16.668644752181667
176,30165.600984062334,30468.247567803788,47815.85100289616,45386.927500443344,6338,6255,19749,62.359983247556556,1951.2900000000002,0.0,29911.14993257413,13462.127584621656,6794,13,0,9868,9868,61096.41277964702,126.56405960911937,0.0,60736.281878395195,34518.27585800424,30.53293991986358,31.641014902279842,,30.814957827699235,17.51307755352828
177,30591.76865421032,30594.11311182964,47384.891710718366,44757.648664416905,6373,6262,19599,55.25009271499424,1936.44,0.0,29857.605860870077,12908.352710831834,6794,11,0,9794,9794,62099.40680566749,113.46177619229292,0.0,60606.68169453866,33098.34028418419,31.01868471811563,37.82059206409764,,30.985011091277432,16.921441863079853
178,30092.46003958677,30353.902771716734,47520.63766951389,45112.504367666086,6350,6281,19729,21.80783712887928,1978.0200000000004,0.0,29841.82251039661,13270.8540201406,6794,5,0,9862,9862,60878.1026656071,43.09701827917763,0.0,60507.23720614516,34027.83082087333,29.915529565408892,43.09701827917763,,30.28390250557816,17.030946356793457
179,30931.348186719755,31190.655343699844,48536.875134354224,46554.303422903606,6506,6479,20382,75.73562323645314,2078.01,0.0,30918.57366240895,13481.984137258201,6794,16,0,10183,10183,62629.09791466605,153.16826470885417,0.0,62750.18887797166,34569.19009553385,29.51418374866449,21.881180672693453,,29.895278169591073,16.46936164627625
180,27812.39275550034,28064.45806941751,43448.28517201886,40707.52943168678,5898,5767,17899,32.211202153731,1797.8400000000001,0.0,27172.08077448494,11705.397455048107,6794,9,0,8945,8945,56190.75065512907,59.51590295828462,0.0,55048.9250627819,30013.83962832848,29.952425722350252,19.838634319428206,,30.313284726201484,16.52744472925577
181,28873.86468093583,29236.780574812394,44384.054941332644,41048.56884193583,6081,5911,17919,49.69138172126726,1816.65,0.0,27932.98660184838,11249.240858366178,6794,9,0,8955,8955,58443.24277163033,104.33687620837757,0.0,56738.4271842266,28844.207329144047,30.312885254994985,20.867375241675514,,30.92012380611804,15.718914075827819
182,30685.572431212942,30783.585468401274,47582.14970086312,45207.76508854931,6463,6398,19824,33.92645926842504,1968.1200000000003,0.0,30280.317722038584,12925.400907242303,6794,8,0,9908,9908,62109.16008003318,66.47810068826934,0.0,61339.27621035534,33142.053608313596,30.656051372178272,22.15936689608978,,30.854766705410132,16.67105312289416
183,31816.942583100215,31846.10158849707,49323.038263265094,47513.259036421885,6670,6655,20852,37.497930619206414,2100.78,0.0,31724.487803279455,13650.493302523226,6794,8,0,10422,10422,64479.339956667216,75.6357195364267,0.0,64316.63539302423,35001.26487826468,30.271990589984608,37.81785976821335,,30.309441749775793,16.4944697824056
184,27976.544542055453,27616.799750593396,43722.58739458589,41678.19458348962,5894,5873,18587,130.98983468748492,1864.17,0.0,27225.075951613035,12457.958797189094,6794,21,0,9283,9283,56621.909082193466,282.0252171473972,0.0,54892.502440033415,31943.484095356656,29.64497857706464,47.004202857899536,,29.151621051531286,16.96414450098601
185,30678.005447591975,30767.909437224473,47341.71986886361,44939.68802924716,6458,6379,19699,81.79609986900286,1984.9500000000003,0.0,30149.511056431147,12723.430872947007,6794,15,0,9842,9842,62102.578070748656,171.2720509461612,0.0,61070.54117033627,32624.181725505143,30.338338090253373,42.8180127365403,,30.45912277822258,16.271412331922765
186,30968.79944878939,30637.267624277472,47222.40959201218,44466.58309744911,6509,6396,19676,69.3651554565086,1990.8900000000003,0.0,29786.235653266565,12620.092288726039,6794,14,0,9831,9831,62717.43448407536,141.96193706797075,0.0,60139.06577760657,32359.21099673343,30.298277528538822,28.39238741359415,,29.905055085831215,16.091104424034526
187,29722.256811306117,29665.53220106565,46269.58339178811,43637.66137052761,6219,6114,19182,102.11195648848471,1925.5500000000002,0.0,28896.622664404196,12713.376749634925,6794,20,0,9581,9581,60264.761054631075,210.54347817560182,0.0,58570.827344626145,32598.401922140834,30.177646997812257,30.077639739371687,,30.113535909833494,16.760103816010712
188,28681.397333240842,28701.499237147804,44937.585253089426,42808.33601450818,6018,5965,18869,40.629649939157645,1893.8700000000001,0.0,28288.08651885693,12585.749845712096,6794,9,0,9430,9430,58111.27521343806,81.1016665106606,0.0,57323.29876629981,32271.153450543832,29.938833185697092,40.5508332553303,,29.965132653580664,16.869395426316693
189,31987.392595877373,31653.48099781844,49591.905201618865,46941.042918219304,6759,6669,20887,49.21188258598783,2105.7300000000005,0.0,31017.73451737869,13768.366518254621,6794,11,0,10438,10438,64688.18614327532,97.97918611791752,0.0,62545.47312148382,35303.50389296057,29.769068634733237,19.595837223583505,,29.405488068398597,16.5977921452565
190,29194.61311798909,29161.139363160066,45202.482324531506,42218.70664437032,6123,5985,18566,27.562148929300676,1866.15,0.0,28147.878069401588,12177.11642603943,6794,6,0,9280,9280,59157.98235381818,55.28756135718123,0.0,57017.636075388684,31223.37545138316,30.32187716751316,27.643780678590616,,30.248082798614686,16.564124907895575
191,30049.862951228657,29870.94609261774,46298.267956666925,44139.55427985154,6297,6244,19426,67.53301862063395,1925.5500000000002,0.0,29431.741974901597,12714.729286329308,6794,14,0,9706,9706,60904.7767980222,137.26415030931784,0.0,59550.620448465634,32601.869964946938,30.86912153979838,27.45283006186357,,30.61728557761729,16.761886871438016
192,30254.594807230762,29976.525385153793,46677.522746675575,43265.69845385372,6330,6158,19218,73.24412852299811,1917.63,0.0,28786.132009339162,12488.692315991564,6794,16,0,9601,9601,61345.11489033528,146.77981672563618,0.0,58238.80002394658,32022.287989721954,30.459342050811955,36.694954181409045,,30.066494591608972,16.53189880729063
193,31493.105846312486,31594.38701960125,48847.34195393736,44486.94754172239,6640,6367,19511,45.90759034005657,1972.0800000000002,0.0,29771.378176281687,12697.581775100643,6794,9,0,9751,9751,63725.91242644227,94.63484702578609,0.0,60306.097887901764,32557.90198743755,30.158974172476228,31.544949008595363,,30.2741455260551,16.34432830694656
194,30656.932047534174,30285.34435058872,47912.08368564297,43791.78383527505,6446,6207,19468,28.492716947549347,1957.2300000000002,0.0,28637.844965696284,13168.216152631216,6794,6,0,9731,9731,62079.31294239532,57.673633198844485,0.0,57784.2178607597,33764.656801618505,29.84582352999775,28.836816599422242,,29.228233616975064,17.078733839968894
195,29997.149909140637,30027.794085145706,46332.33779908705,44235.80396169602,6301,6242,19493,72.8688250724577,1969.1100000000001,0.0,29580.58718883644,12613.237947787122,6794,19,0,9737,9737,60759.358741386255,138.1251924934813,0.0,59929.71074060626,32341.635763556726,30.108701061142842,23.020865415580218,,30.130573524688916,16.260249252668036
196,32841.85093743851,32869.54839608479,50899.3132488741,47918.20861017731,6898,6776,21099,31.091481505553062,2116.62,0.0,32036.87041993741,13733.626708734342,6794,7,0,10546,10546,66522.69471138081,61.77302950141811,0.0,64920.18056394208,35214.42745829318,30.292666079863757,30.886514750709054,,30.36491139566982,16.47073314232609
197,29498.735172795623,29516.059868676602,46332.43017888437,43331.32973380682,6156,6012,18919,70.62727039009278,1885.9500000000003,0.0,28553.40825440506,12821.344209011662,6794,15,0,9452,9452,59853.167109732356,142.6340266412635,0.0,57960.02116514119,32875.24156156836,30.428656385222347,28.5268053282527,,30.425207960704036,17.25734465174192
198,29334.796770935216,29459.22724053313,46116.38652038218,43890.01564753719,6192,6123,19203,46.52421639470384,1930.5,0.0,28966.600661943005,12946.39076919948,6794,11,0,9596,9596,59340.504540859525,91.08773434539447,0.0,58686.155543443594,33195.87376717816,29.894460725873817,22.771933586348617,,30.095464381253127,17.02352500880931
199,33708.05509982545,33777.23067253563,52448.7645401821,49493.65334081489,7103,6988,21846,44.41356420108494,2174.04,0.0,32937.1399493239,14338.0598272899,6794,8,0,10919,10919,68218.08999955242,93.36811333611521,0.0,66672.15371621514,36764.25596741,30.400218359871847,46.68405666805761,,30.36072573598139,16.741464466033698
200,32549.476340497335,32552.3047085923,50401.13157638855,48182.34028232019,6816,6773,21175,20.43092235155013,2125.53,0.0,32215.10099691811,13821.278363050533,6794,3,0,10586,10586,65983.27266794187,44.69467269628238,0.0,65318.207684405395,35439.17528987316,30.36505875192907,22.34733634814119,,30.42301242869371,16.506369487598118
201,32071.916198118146,31654.322050662562,49882.353914474006,46772.39556278334,6763,6625,20757,75.07081086249251,2059.2,0.0,30681.416272787093,13956.708479133753,6794,15,0,10371,10371,64894.65691825165,154.02772016023718,0.0,61862.60582765921,35786.431997778855,30.239821490331614,30.805544032047436,,29.74163741714385,17.205015383547526
202,30693.822124399496,31023.498331464427,48231.304049295366,45222.68563933145,6480,6353,19799,74.14936853841033,1982.9700000000003,0.0,30069.148192967972,13096.418077825067,6794,17,0,9891,9891,62086.72339589614,146.53684240618034,0.0,61015.76459735378,33580.55917391043,30.03711823700829,29.307368481236068,,30.46218901515416,16.76513188912153
203,28804.055417022322,28570.104001348147,45133.56156887782,42253.807079283244,6020,5905,18638,43.40702285658431,1846.3500000000001,0.0,27702.103480151807,12661.94657627485,6794,12,0,9313,9313,58420.65491544185,80.53082783739569,0.0,56084.88071833797,32466.529682756023,30.316894092081917,16.106165567479138,,30.072322100985506,17.408326907643982
204,27917.381706497803,28011.874222092825,44041.156074906736,41865.231165027886,5895,5843,18490,58.90943960355135,1870.1100000000001,0.0,27585.933925432837,12350.277799991494,6794,12,0,9239,9239,56467.645401276415,120.28061436808038,0.0,55840.85621905855,31667.378974337164,29.37962820045599,40.09353812269346,,29.561067347304686,16.764096863068907
205,31891.069263019817,32126.482507670953,49965.238346199214,45696.63086359076,6733,6476,20130,95.61507218023297,2031.48,0.0,30350.32290031688,13219.212891093644,6794,22,0,10054,10054,64507.86990517902,188.7565953339307,0.0,61546.98179568431,33895.41766947088,29.754552539289215,26.965227904847243,,29.993655845850054,16.518234731710955
206,30329.27230896921,30750.441343698934,47474.43849499057,45272.86142596838,6447,6405,19850,30.771868605228633,1982.9700000000003,0.0,30352.73491028077,12906.384647082385,6794,6,0,9922,9922,61236.59566402361,63.51761180827855,0.0,61501.8843853353,33093.2939668779,30.121296440739602,31.758805904139276,,30.704884865369596,16.52186418715821
207,29306.61793089324,29332.598519773368,45895.15762408743,42900.144223258234,6207,6059,18825,72.06707586824174,1918.6200000000001,0.0,28325.49256527952,12583.964582110468,6794,13,0,9406,9406,59229.78956639293,151.45404068779936,0.0,57278.18606481929,32266.5758515653,29.526315835689395,75.72702034389968,,29.55530756698622,16.64941994404814
208,28174.053106210224,28136.05126189529,43673.56150263881,41324.70819035235,5922,5850,18266,65.78367877583018,1834.47,0.0,27572.215919187947,11852.238592388576,6794,12,0,9127,9127,57056.54642618006,137.90686865597482,0.0,55823.63056202038,30390.355365098912,30.029761276936874,27.581373731194965,,30.126082332444888,16.400623510576857
209,31342.948206861205,30871.04101395381,48412.71816544005,46477.81345257648,6552,6542,20653,23.883730621252205,2069.1,0.0,30724.540920171385,13660.288801783849,6794,5,0,10324,10324,63566.53386374668,48.419822105774884,0.0,62055.23312864457,35026.3815430355,30.26977803035556,24.209911052887442,,29.69149910461463,16.759034231117464
210,30694.655648705273,30851.27857672174,48767.85558995612,45992.36824074601,6451,6358,20153,119.82255912156842,2007.7200000000003,0.0,30083.545247810263,13781.280433814176,6794,27,0,10063,10063,62163.21961206479,238.00656185017544,0.0,61009.09037900067,35336.616496959425,29.929330578750502,29.75082023127193,,30.08337789891552,17.42436710895435
211,30694.14806888147,30848.94720373257,47865.75971477688,45403.36732571747,6461,6383,19851,107.63724162170925,2013.66,0.0,30165.4704712701,13116.599612825661,6794,21,0,9915,9915,62136.277099696075,222.14677338899807,0.0,61147.36018274384,33632.30669955297,29.930769315845893,31.73525334128544,,30.062615625734434,16.53505737441149
212,30791.12354172481,30702.838924234144,48110.05807814656,44871.96082804761,6495,6347,19802,67.69980660169774,1976.0400000000004,0.0,29656.505998439243,13171.71502300667,6794,14,0,9894,9894,62297.75267108926,137.69181179922498,0.0,59998.7333293314,33773.62826411967,30.066482949367405,34.422952949806245,,30.059485635937577,16.920655442945726
213,33128.91030879853,33229.17493864363,51704.76720563005,48338.24957185236,6916,6773,21160,21.542475734629814,2077.02,0.0,32162.244265382145,14077.442830735583,6794,4,0,10578,10578,67212.59053538085,44.98070701187131,0.0,65285.24170610806,36096.00725829636,31.01642387419513,22.490353505935655,,31.117846380413756,17.20496056162839
214,32127.730351117796,32000.510324974166,50251.37369449349,46813.897950912855,6736,6590,20506,61.69464038726373,2081.9700000000003,0.0,30901.241774769118,13768.991535756475,6794,14,0,10246,10246,65107.00090030204,122.29394971093265,0.0,62562.15839684389,35305.10650193968,29.810897848123645,20.38232495182211,,29.749005419326625,16.787972659029805
215,32444.51682657867,32605.735437015486,50923.67534429224,48555.24430343218,6853,6798,21476,96.66814558336453,2148.3,0.0,32160.15278297417,14150.123374874642,6794,22,0,10727,10727,65619.27391430427,191.4567835470885,0.0,65123.468674292744,36282.367627883694,29.826942688320123,31.90946392451475,,30.010815057277764,16.719985081974052
216,31144.933049453364,31307.54415604184,48345.98322154014,45216.428714673806,6586,6427,19921,12.937688988834314,2005.7400000000002,0.0,30278.64220789221,12919.108817792761,6794,3,0,9959,9959,62971.62320372657,25.48125381752388,0.0,61304.21078946721,33125.920045622464,30.129963255371567,25.48125381752388,,30.258741751958148,16.350404760919282
217,32011.00028674781,31908.464217810208,48908.65816460272,46679.449125889616,6704,6647,20507,29.73737115967151,2048.3100000000004,0.0,31458.838081913786,13142.563672816155,6794,5,0,10251,10251,64889.74432499439,63.42915681967053,0.0,63709.84123567637,33698.88121234911,30.94408408440362,63.42915681967053,,30.7925767209649,16.28752112728328
218,30541.20648824901,30594.023526356483,47652.300234051916,44918.21803732126,6415,6312,19711,71.02965951975342,1953.2700000000002,0.0,29830.565467455377,13063.352910346133,6794,19,0,9846,9846,61862.067918587214,133.40938338398314,0.0,60460.4242755266,33495.77669319521,30.594494519578248,26.681876676796627,,30.643904853282617,16.977078911908364
219,31099.93195501531,31083.53521065974,48347.0742694192,45147.00799216825,6515,6358,19935,35.89561785141512,2008.7100000000003,0.0,30006.769265118775,13095.633109198061,6794,7,0,9964,9964,63038.28706414183,74.09132782414133,0.0,60812.22888491994,33578.546433841184,30.133024409245614,74.09132782414133,,29.971527296658422,16.549308247334245
220,30208.516487600395,29953.533700056556,46783.18198715565,44485.08469277649,6278,6233,19567,56.4768934462007,1960.2000000000003,0.0,29517.535165102847,12950.872634227437,6794,11,0,9778,9778,61360.298686154856,116.6074190928223,0.0,59824.44914128934,33207.365728788296,30.48201623753346,29.151854773205574,,30.214368253176435,16.77139683272136
221,34012.24969200569,33674.25765075663,52978.94863497657,47816.3305800589,7098,6808,21055,16.382763121257568,2103.75,0.0,31492.880935628615,14203.316881309032,6794,3,0,10526,10526,69010.89664616842,34.314777233993766,0.0,63704.822911868236,36418.76123412572,30.34779975645049,17.157388616996883,,29.978740193820347,17.138240580765043
222,31661.998406391096,31520.492843837335,49171.22227628165,46109.44078176723,6633,6517,20288,48.08394749476719,2030.4900000000002,0.0,30611.0112851134,13419.855549159067,6794,10,0,10139,10139,64176.9189907464,97.65114742247995,0.0,61984.644320803585,34409.88602348479,30.27213159940868,32.55038247415998,,30.221669585959816,16.77712629131389
223,31778.105875653724,31600.38711270366,49022.640715280555,46854.97511109795,6665,6622,20626,78.29924432977097,2059.2000000000003,0.0,31212.348460146146,13505.12740662203,6794,16,0,10305,10305,64392.57916834287,159.74165212761784,0.0,63157.30374396448,34628.53181185135,30.517810032389985,31.94833042552357,,30.364088338444464,16.648332601851614
224,30479.958461970557,30406.633808245024,46774.8163159991,44122.19151400638,6444,6344,19577,41.650133360045984,1941.3900000000003,0.0,29672.978572912856,12466.172807733477,6794,7,0,9785,9785,61630.662723001435,88.84649579498969,0.0,59961.483520289374,31964.54566085507,30.585936835236446,29.615498598329896,,30.57699312610371,16.30012527325603
225,32183.01197557147,32214.936007887416,50820.38612284229,47839.70302201602,6794,6684,21014,40.4192177293595,2106.7200000000003,0.0,31488.499428602037,14204.064375684624,6794,10,0,10502,10502,65100.030706593505,77.99799417784487,0.0,63744.87032974882,36420.67788637083,29.835027821536894,15.599598835568974,,29.95529620758873,17.11498020976073
226,31478.86763557865,31301.987125408363,48723.8038939266,46204.10948593914,6605,6527,20286,68.4160880190421,2036.43,0.0,30715.349336595144,13383.914061324955,6794,12,0,10137,10137,63779.147783534994,144.65663594626182,0.0,62152.177786141394,34317.72836237168,30.37102275406428,36.164158986565454,,30.214962462878656,16.683387633627458
227,30157.515185832704,30293.104616257682,46851.215381395654,44771.59993110446,6386,6344,19771,98.44977377952071,1982.9700000000003,0.0,29908.921808051622,12781.258349273317,6794,23,0,9874,9874,60952.603040596674,193.46095840902746,0.0,60535.6969437221,32772.45730582901,29.98160503718479,32.24349306817124,,30.22251469981133,16.361686123728912
228,29693.529402271033,29820.588712465444,46176.15360469415,42769.61670447323,6218,6053,18735,47.98062208840193,1848.3300000000002,0.0,28593.865819576495,12279.44026280833,6794,9,0,9363,9363,60193.6651340283,99.95031304718441,0.0,58038.11748609358,31485.74426361111,30.852724312674678,24.987578261796102,,31.08629752870572,16.864351507022555
229,32472.747384351278,32529.827903609083,49914.65819162084,47058.509027788125,6823,6722,20657,65.5333559909446,2070.09,0.0,31632.931109746827,13289.95456205036,6794,15,0,10321,10321,65768.58303679814,129.5727076690887,0.0,64092.13105063289,34076.80656935989,30.590038621766578,43.19090255636289,,30.65142565788278,16.296894581233808
230,33215.292221508804,33220.13336985563,51435.760085741655,48789.82604120749,6998,6914,21514,21.775799057288275,2187.9,0.0,32619.04626940821,13961.103972741988,6794,6,0,10754,10754,67223.82620899692,40.45076681355969,0.0,66012.93915232873,35797.70249421023,29.811009405320142,20.225383406779844,,29.87010821372341,16.198055427244448
231,33936.65282110452,33902.78450955369,52038.29104515853,48678.5682405063,7155,6999,21431,87.99962318832179,2193.84,0.0,32700.926246079543,13695.802371238435,6794,17,0,10707,10707,68670.90466949876,182.05031586749178,0.0,66120.32370789626,35117.44197753444,29.89590973857151,30.341719311248628,,29.837691203924305,15.847221108995686
232,32929.928295886806,32911.47376147355,51417.51940375776,49193.55279199066,6893,6855,21614,64.41735114903112,2149.2900000000004,0.0,32589.439680932162,14390.405759909467,6794,14,0,10800,10800,66761.35460483798,129.27525935649004,0.0,66062.66584854401,36898.47630746017,30.387507785543004,18.467894193784293,,30.429601956952563,16.996073840377786
233,33560.56724933682,33536.749981631314,52219.20775633263,49731.691369594046,7073,7024,21971,111.86150718871548,2190.87,0.0,32979.18732596394,14449.772536441393,6794,21,0,10975,10975,67916.83910086364,232.97822356080886,0.0,66708.17263067677,37050.69881138818,30.19868345969926,46.59564471216177,,30.14377434734603,16.742294989330404
234,30790.92528992662,30520.854912131064,47617.04009846818,45585.424463260715,6440,6417,20043,115.2650254231636,2013.6600000000003,0.0,30165.031789606794,13291.467648230762,6794,23,0,10010,10010,62438.26997417082,236.57698826452202,0.0,61018.030229761,34080.686277514775,30.339295419908076,39.429498044087005,,29.99903157805359,16.755499644795858
235,31532.31467762635,31619.319919033664,49448.44062788664,46801.691556707396,6654,6564,20539,95.23330088308106,2058.21,0.0,30954.734540525056,13693.513715299261,6794,21,0,10259,10259,63790.550455452176,190.34179713610527,0.0,62691.62702698733,35111.57362897246,29.990855879385133,27.191685305157897,,30.154702754683658,16.888683804219557
236,30190.082384081186,29869.73595328215,46352.87959681767,44134.32578630006,6326,6284,19460,64.8355316975212,1930.5000000000002,0.0,29437.03700499614,12701.953249606402,6794,16,0,9722,9722,61189.954830977396,125.21931204492616,0.0,59500.09488460548,32569.110896426675,30.88841738060444,41.73977068164205,,30.512869171592556,16.70210815201368
237,29336.36313427602,29191.58057435192,45209.421312651844,43169.476809429674,6170,6122,19123,47.36349936698042,1916.6400000000003,0.0,28808.76059557282,12396.712714489875,6794,11,0,9556,9556,59400.93111352826,93.23974196661645,0.0,58260.92460403287,31786.442857666345,30.27570393146191,23.309935491654112,,30.093452791339292,16.418617178546665
238,30307.16700493336,30361.581534579527,47563.5341756297,44399.43394096098,6390,6266,19557,61.58324146478297,1966.1400000000003,0.0,29330.458827271636,13041.251872224566,6794,19,0,9769,9769,61326.06924341887,109.18779862764865,0.0,59390.92006992726,33439.10736467838,29.813354031803048,21.83755972552973,,29.90479359009429,16.837415591479544
239,29079.3237798087,29002.40508969274,45347.10481227793,42517.253394928266,6089,5970,18699,96.06312731224475,1885.9500000000003,0.0,28057.900867792483,12477.339399823533,6794,19,0,9340,9340,58949.54815335563,197.5977623390891,0.0,56838.207353314065,31993.177948265467,29.954038695810787,28.228251762727012,,29.836329319324967,16.794319132947752
240,29597.81952726045,29680.25705444288,45847.692793463706,43592.54005298111,6250,6191,19323,82.51829249814884,1916.64,0.0,29185.013096495288,12408.368663987672,6794,17,0,9653,9653,59866.20391605244,167.99562179012523,0.0,59066.70024742382,31816.329907660693,30.404369688193214,41.99890544753131,,30.50965921871065,16.434054704370194
241,31850.042071599994,31678.83027543272,49236.630553665724,46235.35301625743,6661,6523,20350,61.54629458230312,2022.5700000000002,0.0,30753.085651369554,13398.15107030558,6794,12,0,10169,10169,64587.28736307691,127.04178098026438,0.0,62279.706798383464,34354.23351360405,30.741212452678205,42.34726032675479,,30.48443798256655,16.815581749194347
242,32424.595085102148,32448.46866806842,50260.557777569236,47776.829537126854,6781,6696,20972,42.41276217731557,2112.6600000000003,0.0,31864.564715775192,13757.19205917435,6794,10,0,10481,10481,65752.80791051831,83.10964660850146,0.0,64642.473630192806,35274.85143378038,30.328785936585938,41.55482330425073,,30.291693359977884,16.529921009269156
243,33585.31070623049,33785.57043309782,52321.32917093198,49578.34191688844,7071,7003,21738,96.99342507832046,2158.2000000000003,0.0,33128.463078084664,14194.685413725456,6794,18,0,10860,10860,67985.41206725765,202.5472437905653,0.0,67160.16173867862,36396.62926596271,30.50040918226005,40.50944875811306,,30.807413641595698,16.69570149814803
244,26938.843825738986,26828.7665682725,41504.1221837234,39326.26784845975,5616,5551,17254,86.49752197941119,1710.7200000000003,0.0,26244.72286780756,11284.327458672777,6794,18,0,8618,8618,54673.958527535855,175.63467174207997,0.0,53191.59709694245,28934.17297095584,30.994307555292433,29.272445290346663,,30.782174245915773,16.74431306189574
245,29450.985936009398,29310.520394205792,45828.89162526545,41977.839121634446,6177,5976,18515,59.79753729391002,1841.4,0.0,27771.660776354187,12304.98080798635,6794,17,0,9249,9249,59676.887015408705,109.73727511258978,0.0,56211.950708600474,31551.232840990644,30.41635423823074,18.289545852098296,,30.221478875591654,16.963028409134754
246,32624.071667099895,32607.07635348436,50504.18441407991,46299.10190689872,6911,6686,20516,59.16918246543914,2032.47,0.0,31006.284188746584,13201.178535686693,6794,14,0,10251,10251,65930.95299256382,115.81841657804908,0.0,62657.13894550405,33849.17573252998,30.410956177381834,23.163683315609816,,30.519794907698028,16.48766475037992
