iteration,mau_month0,total_customers_month0,new_signups_percentage_month0,existing_customer_uptake_percentage_month0,total_late_signups,new_customer_uptake_percentage_month0,probability_membership_new_signup_active_next_month0,probabillity_membership_existing_active_next_month0,probability_standard_active_next_month0,counterfactual_ride_revenue_month0,counterfactual_number_rides_taken_month0,total_membership_revenue_month0,treatment_world_number_rides_taken_month0,num_customers_riding_over_breakeven,total_membership_revenue_riders_over_breakeven,total_standard_revenue_riders_over_breakeven,total_membership_ride_mintues_riders_over_breakeven,total_standard_ride_mintues_riders_over_breakeven,num_membership_rides_riders_over_breakeven,num_standard_rides_riders_over_breakeven
0,2076,2276,0.0966186954551436,0.03527988184522119,407,0.061806885155676214,0.6740135350641752,0.5590349694440436,0.23791404787067283,32879.45393227153,6983,17426.062053020833,7378,348,2878.101020878923,0.0,7379.746207381853,0.0,2998,0
1,2062,2180,0.05763889999809399,0.013044713595350622,418,0.04567360360865146,0.46398127667366484,0.536289606898186,0.24373618140613246,32591.17017221793,6798,17304.27834420769,6939,326,2634.364709688103,0.0,6754.781306892572,0.0,2777,0
2,1858,2006,0.0799074515093261,0.004084743895080389,363,0.11340305917439487,0.5312009863927738,0.5565240030488449,0.1888580067172372,29144.62423419059,6106,14944.56670983482,6195,270,2118.7015822148323,0.0,5432.568159525212,0.0,2244,0
3,2078,2226,0.07125353255552855,0.01793394904055952,472,0.06921575865611078,0.4603649757244941,0.5169589834829551,0.06195913844224005,33723.24464209202,7148,19728.10214501969,7360,393,3010.1904201947914,0.0,7718.4369748584395,0.0,3280,0
4,1905,2043,0.07271464928308928,0.02998385284720654,391,0.07208287689921714,0.5790127242109897,0.5884591014225312,0.1679334333366843,30279.560197502207,6350,16528.550586867732,6634,324,2716.6042305970454,0.0,6965.651873325757,0.0,2753,0
5,1944,2059,0.05950030462351103,0.036139467276776284,409,0.08488343492934945,0.6514519046882792,0.4613995564889838,0.3437628489722642,30612.439543096923,6474,17176.636614422736,6834,356,3049.1894843158743,0.0,7818.434575168909,0.0,3101,0
6,1868,2017,0.08017162082662616,0.07535906246361827,393,0.1178927173461358,0.6400714180649971,0.49055462302718855,0.2803201354753826,30515.603074989653,6414,17332.396247463017,7124,426,3273.6690796668963,0.0,8394.02328119717,0.0,3758,0
7,2069,2184,0.055847461591789785,0.07857569503905196,407,0.07837240118380706,0.5380460098853008,0.49786544970912616,0.14657624100230462,32625.15873390808,6830,17666.584453272313,7558,434,3436.1180240907474,38.89995179857139,8810.55903613012,79.23064563736253,3778,8
8,1909,2093,0.09681420034931493,0.010831414869768685,419,0.04847206594206263,0.5536658503958419,0.5939471134754498,0.32767669904371466,30860.973621267214,6553,17531.413650124785,6689,323,2690.331046669682,20.256610934452148,6898.284735050466,33.99131008833884,2733,7
9,1900,2019,0.06275920444471535,0.004877930949471626,407,0.06019765817936027,0.5963971733761034,0.5418401219331885,0.1965483390668643,30384.85944104944,6381,16837.808165794613,6435,310,2597.1949366344406,0.0,6659.474196498566,0.0,2602,0
