iteration,mau_month0,total_customers_month0,new_signups_percentage_month0,existing_customer_uptake_percentage_month0,total_late_signups,new_customer_uptake_percentage_month0,probability_membership_new_signup_active_next_month0,probabillity_membership_existing_active_next_month0,probability_standard_active_next_month0,counterfactual_ride_revenue_month0,counterfactual_number_rides_taken_month0,total_membership_revenue_month0,treatment_world_number_rides_taken_month0,num_customers_riding_over_breakeven,total_membership_revenue_riders_over_breakeven,total_standard_revenue_riders_over_breakeven,total_membership_ride_mintues_riders_over_breakeven,total_standard_ride_mintues_riders_over_breakeven,num_membership_rides_riders_over_breakeven,num_standard_rides_riders_over_breakeven
0,2076,2276,0.0966186954551436,0.03527988184522119,123,0.061806885155676214,0.6740135350641752,0.5590349694440436,0.23791404787067283,30216.903890744972,6359,6859.257998699088,6736,60,1587.650915201165,0.0,4070.8997825670895,0.0,500,0
1,2062,2180,0.05763889999809399,0.013044713595350622,97,0.04567360360865146,0.46398127667366484,0.536289606898186,0.24373618140613246,28635.77285201411,6050,4213.92969938566,6223,33,848.8573621324829,0.0,2176.557338801238,0.0,287,0
2,1858,2006,0.0799074515093261,0.004084743895080389,99,0.11340305917439487,0.5312009863927738,0.5565240030488449,0.1888580067172372,26410.323052842792,5574,4125.711129113588,5676,25,600.4190890552259,0.0,1539.5361257826303,0.0,203,0
