iteration,control1_world_revenue,control2_world_revenue,control3_world_revenue,treatment_world_revenue,adjusted_treatment_world_revenue,control1_world_rides_count,control2_world_rides_count,treatment_world_rides_count,standard_rider_revenue,subscription_revenue,early_membership_signup_revenue,standard_late_signup_revenue,membership_late_signup_revenue,late_signup_unused_membership_revenue,early_signup_unused_membership_revenue,standard_rides_count,early_membership_rides_count,standard_late_signup_rides_count,membership_late_signup_rides_count,total_control_ride_minutes,total_standard_ride_minutes,early_membership_ride_minutes,standard_late_signup_ride_minutes,membership_late_signup_ride_minutes,avg_total_control_ride_minutes,avg_total_standard_ride_minutes,avg_early_membership_ride_minutes,avg_standard_late_signup_ride_minutes,avg_membership_late_signup_ride_minutes,relative1_revenue_lift,relative2_revenue_lift,relative3_revenue_lift,adj_relative1_revenue_lift,adj_relative2_revenue_lift,adj_relative3_revenue_lift
0,30764.78876525196,30796.373282156514,34613.10453224788,36407.27818335577,34191.63818335577,6501,6628,10547,18464.658831839268,3222.3900000000003,0.0,11890.573119840556,2829.6562316759446,2212.67,2.9700000000000006,3893,0,3327,3327,62214.84298782554,37363.22777394684,0.0,24045.059281642447,7255.528799169089,30.617540840465324,23.7830857886358,,55.531314738204266,16.756417550044088,0.18340738371904097,0.18219369046452702,0.05183509758381578,0.11138868673053742,0.11024885528214058,-0.01217649657803587
1,30735.87613431372,30674.84470682405,34882.08691691475,35604.417441624755,33468.54744162475,6499,6851,10060,18187.276562088082,3439.08,0.0,11232.150724568832,2745.9101549678376,2133.8900000000003,1.9800000000000004,3874,0,3093,3093,62145.83624183005,36700.70913355918,0.0,22782.437755304698,7040.795269148301,30.007646664331265,23.24300768433134,,55.297179017729846,17.08930890569976,0.1583993013908514,0.16070408120775434,0.020707778362874848,0.0889081962514894,0.09107471485191268,-0.04052336314214483
2,27838.495762001497,27436.769297866056,30533.026368495932,32197.779314841628,30370.299314841628,5847,5897,9126,17750.248551160836,2537.3700000000003,0.0,9550.22915519857,2359.9316084822253,1826.4900000000005,0.9900000000000002,3776,0,2675,2675,56388.45067179871,35831.40654143804,0.0,19256.997833842484,6051.106688415961,30.20270523395753,23.824073498296567,,54.707380209779785,17.190644001181706,0.15659192185198414,0.1735266264510912,0.05452302455230553,0.09094613352981333,0.10691965898491308,-0.0053295422369990155
3,29495.28668039528,29509.364752756403,32992.7462606162,33914.12164140626,31953.84164140626,6248,6538,9416,18548.140802201804,3012.69,0.0,10024.509715216216,2328.781123988239,1955.3300000000004,4.950000000000001,3948,0,2734,2734,59608.427385628915,37436.25846718411,0.0,20293.614654400557,5971.233651251895,29.392715673387038,23.44161456930752,,54.99624567588227,16.182205016942806,0.14981495209361909,0.14926640832681487,0.027926604639454136,0.08335416392630339,0.08283732669716395,-0.03148887973748621
4,33130.186440736106,32323.23523204429,36654.44121200399,37562.282791730104,35296.7027917301,6884,7340,10651,19485.238938689086,3697.71,0.0,11533.622844981635,2845.711008059388,2257.6600000000008,7.920000000000002,4137,0,3257,3257,67297.9139506054,39354.458817151506,0.0,23229.80216661958,7296.694892459969,30.46532999122019,23.425273105447324,,53.40184406119443,16.774011247034412,0.13377818923301907,0.16208301929170682,0.0247675738521094,0.0653940283393666,0.09199164434932564,-0.03704158010269281
5,31169.119605891094,31195.69520206307,35031.79705221699,36300.306743280504,34107.526743280505,6572,6844,10249,19081.845608379488,3313.26,0.0,11281.848547618038,2623.352587282975,2187.8300000000004,4.950000000000001,4005,0,3122,3122,63069.53745100281,38658.57848302432,0.0,22786.791147738557,6726.545095597373,30.468375580194596,24.222166969313484,,54.64458308810205,16.130803586564443,0.1646240638898121,0.16363192126841428,0.03621023749289028,0.0942730232532471,0.09334081264599821,-0.026383753809683455
6,34346.19855206035,34714.56872509397,39351.93517950237,40609.55294287328,38180.28294287328,7290,7606,11522,20618.624113120502,3802.5600000000004,0.0,13025.617887290859,3162.750942461914,2427.29,1.9800000000000004,4354,0,3584,3584,69374.86808220603,41704.16439261667,0.0,26463.122787925276,8109.617801184395,30.68326761707476,24.28897169051641,,55.9474054713008,17.145069347112887,0.18235946494396552,0.1698129757699689,0.03195821902110614,0.11163053125082846,0.09983457508069402,-0.029773687908476187
7,27995.40406441156,27891.754466646875,31213.678087357446,32190.950049076073,30393.53004907607,5881,6114,9001,17609.633092868862,2809.9800000000005,0.0,9528.766763490774,2242.5701927164387,1788.5100000000004,8.910000000000002,3741,0,2630,2630,56703.60016515784,35560.59767402272,0.0,19358.376316643007,5750.179981324201,29.138540680964976,23.031475177475855,,55.46812698178512,16.476160404940405,0.14986552703477476,0.15413858556550114,0.03130909337193599,0.08566141710785549,0.08969588433100666,-0.02627527701112423
8,30221.5920570136,30194.990256411,34143.65144022704,35746.662985755116,33492.02298575512,6402,6580,10351,17903.760694509543,3320.25,0.0,11716.69940371724,2805.9528875283313,2251.67,2.9700000000000006,3785,0,3283,3283,61075.87706926564,36201.95049874242,0.0,23629.99847106985,7194.750993662388,30.4922002342814,23.692375980852372,,54.447001085414406,16.577767266503198,0.1828186588687441,0.18386072266293854,0.04694903672896142,0.10821504448117052,0.10919138245603802,-0.019084908232872667
9,30596.017451301443,30482.069614864617,34212.91024476869,35950.55567211553,33816.67567211553,6477,6602,10274,19042.40395942882,3054.63,0.0,11087.088737310165,2766.4329753765514,2132.8900000000003,0.9900000000000002,4030,0,3122,3122,61843.634490516524,38493.343485714926,0.0,22338.689070026063,7093.4178855809005,29.561966773669468,23.25881781614195,,54.22011910200501,17.217033702866264,0.1750076861910773,0.1794000908187743,0.05078917329497085,0.10526396861749387,0.10939565782058287,-0.011581434312906565
