iteration,control1_world_revenue,control2_world_revenue,control3_world_revenue,treatment_world_revenue,control1_world_rides_count,control2_world_rides_count,treatment_world_rides_count,standard_rider_revenue,subscription_revenue,early_membership_signup_revenue,standard_late_signup_revenue,membership_late_signup_revenue,control_world_rides_count,standard_rides_count,early_membership_rides_count,standard_late_signup_rides_count,membership_late_signup_rides_count,total_control_ride_minutes,total_standard_ride_minutes,early_membership_ride_minutes,standard_late_signup_ride_minutes,membership_late_signup_ride_minutes,avg_total_control_ride_minutes,avg_total_standard_ride_minutes,avg_early_membership_ride_minutes,avg_standard_late_signup_ride_minutes,avg_membership_late_signup_ride_minutes
194,30508.64580256713,30560.248263280366,41349.37754587992,41451.93743720561,6446,6555,15317,5780.303896080143,4712.1900000000005,0.0,23263.296411210424,7696.147129915046,6794,1225,0,7046,7046,61699.091801454175,11680.266400205495,0.0,47128.96515694981,19733.71058952576,29.663024904545278,14.63692531354072,,39.90598235135462,16.709323107134427
195,29922.414223279848,30051.08602149932,39940.2833934006,41914.88396484967,6301,6317,15337,6015.860628121236,4660.3200000000015,0.0,23668.39129152598,7570.3120452024505,6794,1273,0,7032,7032,60567.728777640645,12161.181097746761,0.0,47985.61869622045,19411.05652616013,30.013740722319447,14.70517665991144,,41.08357765087367,16.619055245000112
196,32927.90517006008,32778.3808367252,43579.26427992023,44997.21536059318,6898,6988,16630,6654.588942527123,5011.4400000000005,0.0,25327.22005201694,8003.966366049123,6794,1372,0,7629,7629,66743.34658989764,13545.09985263365,0.0,51215.94885132549,20522.99068217724,30.393145077366867,15.322511145513179,,40.7770293402273,16.339960734217545
197,29397.527673319688,29320.459295555876,39376.82516273801,40425.31467807995,6156,6196,14872,5658.576798462481,4588.500000000002,0.0,22719.19332710202,7459.04455251544,6794,1192,0,6840,6840,59593.66070081972,11452.761021698669,0.0,46018.44442846671,19125.755262860104,30.296726334936306,15.069422396971932,,40.01603863344931,16.63109153292183
198,29370.872380391556,29598.516402132722,39643.327712376544,41447.012218835,6192,6236,15164,5771.684351689228,4660.3200000000015,0.0,23342.754189710373,7672.253677435403,6794,1214,0,6975,6975,59433.00610356809,11686.370132536482,0.0,47350.65176848814,19672.445326757443,29.941061009354204,14.868155384906466,,40.53994158260971,16.842847026333427
199,33569.68614473933,34054.43854159232,45776.69415011348,47686.148763172234,7103,7137,17530,6275.370089994812,5390.490000000002,0.0,27047.320326193592,8972.968346983826,6794,1292,0,8119,8119,67863.29780702395,12777.87202562772,0.0,54862.359810752794,23007.61114611237,30.242111322203186,15.086035449383376,,40.608704523133085,17.030060063739725
200,32285.32899774946,32377.73698819931,43139.90559576959,45327.31267248251,6816,6854,16677,6552.802765713188,5011.4400000000005,0.0,25474.04239401861,8289.027512750723,6794,1383,0,7647,7647,65305.97178910118,13255.904527469713,0.0,51571.903574406686,21253.916699360827,30.05336943815057,14.844237992687248,,41.06043278217093,16.921908200128048
201,31733.86707200412,32445.92762997783,43424.311083795634,44678.17909968127,6763,6841,16398,6123.822230960288,4971.540000000001,0.0,25408.254917547667,8174.5619511733175,6794,1296,0,7551,7551,64027.86428719005,12379.031361436637,0.0,51626.294660378626,20960.41525941876,29.835910665046622,14.754506986217685,,41.4336233229363,16.82216312954957
202,30883.43235140138,31095.164232091403,41390.07406742462,42538.79737773526,6480,6531,15515,6367.919008304452,4672.290000000001,0.0,23824.257538040918,7674.33083138989,6794,1317,0,7099,7099,62572.90346513175,12951.074380267826,0.0,48336.557789848506,19677.771362538177,30.27232872043142,15.473207144883903,,41.27801689995603,16.804245399264026
203,28435.422505238304,28786.412878724783,38443.0590733359,39511.00967294359,6020,6085,14570,5441.395546930797,4468.800000000001,0.0,22490.632982875457,7110.181143137335,6794,1132,0,6719,6719,57475.44232112386,11049.732171617427,0.0,45593.93072532168,18231.23370035214,29.826384183250575,14.732976228823235,,40.70886671903722,16.277887232457267
204,27875.033677743595,27863.329705445653,37437.048614060026,39192.1580392991,5895,5944,14471,5700.9802113994565,4424.910000000002,0.0,21810.877235744534,7255.390592155109,6794,1225,0,6623,6623,56359.06071216306,11476.872336921684,0.0,44143.27496344753,18603.565620910536,29.323132524538533,14.657563648686697,,39.80457616181022,16.775081714076226
205,32052.39301154911,31913.668087534425,42741.16585871796,42782.49820562519,6733,6865,15762,6247.501107212622,4819.920000000001,0.0,23980.67924007264,7734.397858339933,6794,1320,0,7221,7221,64921.520542433616,12634.618223622107,0.0,48542.76728223754,19831.7893803588,29.945350803705544,14.846789922000125,,40.184410001852264,16.417044189038744
206,30748.004170761807,30155.138732458585,40330.6560495212,42394.138267837276,6447,6492,15780,5848.530350197645,4803.960000000001,0.0,23970.17858578809,7771.469331851538,6794,1232,0,7274,7274,62310.26710451746,11837.257308199092,0.0,48279.945091764326,19926.84444064497,30.649418152738544,14.77809901148451,,40.099622169239474,16.550535249705124
207,29557.57055325267,29463.46949443376,38856.97263260361,40041.475079906755,6207,6298,14683,5869.728393527934,4580.520000000001,0.0,22610.239636945575,6980.987049433242,6794,1227,0,6728,6728,59873.257828853,11904.431778276754,0.0,45736.51188960403,17899.966793418567,29.847087651472084,15.030848204894891,,39.84016715122302,15.592305569179937
208,28022.29991843478,28140.3218657569,37644.7753877211,39175.11208034615,5922,5995,14474,5680.1010123871865,4381.02,0.0,21926.332656287523,7187.658411671443,6794,1186,0,6644,6644,56667.43568829431,11523.335929197914,0.0,44357.26322125006,18429.89336326011,29.824966151733847,15.162284117365676,,40.3982360849272,16.78496663320593
209,31107.692769540914,31358.625263084763,42064.03834293304,44585.49584814711,6552,6567,16366,6166.133510283149,4991.490000000001,0.0,25080.248267816052,8347.624070047907,6794,1304,0,7531,7531,62963.31479369464,12467.009000726022,0.0,50913.45709696424,21404.164282174122,29.982530854140304,14.824029727379337,,40.698207111881885,17.10964371077068
210,30598.816230096414,30721.849821348434,41788.47275506689,43276.70589521286,6451,6481,15967,6071.758524827034,4831.890000000001,0.0,23980.069654146202,8392.987716239619,6794,1293,0,7337,7337,61917.47751306773,12253.226986735986,0.0,48605.30680550308,21520.481323691336,29.811014690932947,14.852396347558772,,40.13650438109255,17.77083511452629
211,30946.44530101798,30623.20099033745,41096.02975525568,42868.14831546434,6461,6505,15716,6169.65475813746,4843.860000000001,0.0,23866.108892912373,7988.52466441451,6794,1290,0,7213,7213,62783.19307953328,12511.935277275541,0.0,48248.997161313775,20483.396575421822,30.242385876461118,15.129305051119156,,39.74381973749075,16.87264956789277
212,31043.11608057835,30643.70290548773,41085.42634075449,42114.30674295704,6495,6577,15589,5989.530776548642,4732.140000000001,0.0,23624.78513204296,7767.850834365431,6794,1261,0,7164,7164,62943.887386098344,12124.43788858626,0.0,47730.218287289645,19917.566241962646,30.378324028039742,14.894886841015062,,40.24470344628132,16.793900709917914
213,32880.69791618852,33347.49737586011,44662.35950940402,45865.52277103351,6916,7019,16779,6122.65843575416,5083.260000000001,0.0,26260.73465438979,8398.869680889555,6794,1261,0,7759,7759,66576.14850304747,12465.7908609081,0.0,53376.24270356356,21535.563284332195,30.72272658193238,15.091756490203512,,41.896579830112685,16.903895827576292
214,32149.97476977486,32008.970759560543,43180.24921337248,44207.82704410435,6736,6829,16228,6341.262714592498,4939.620000000001,0.0,24657.665213429267,8269.27911608258,6794,1342,0,7443,7443,65164.03787121758,12818.622345108968,0.0,49958.11593186991,21203.279784827122,29.837013677297428,14.717132428368505,,40.353890090363414,17.127043444933054
215,32525.91952928801,32697.409192070765,43829.252211219144,46072.8876840119,6853,6882,17043,6331.609686006916,5190.990000000001,0.0,26019.805554670176,8530.482443334806,6794,1349,0,7847,7847,65827.99879304618,12775.922271812604,0.0,52781.5527042825,21873.03190598668,29.92181763320281,14.60105402492869,,40.56998670582821,16.812476484232654
216,31179.76323497837,31415.43111456324,41943.24556217193,43085.8480022461,6586,6629,15799,5888.447173733257,4827.9000000000015,0.0,24493.176231196587,7876.324597316259,6794,1237,0,7281,7281,63060.93137173941,11926.787624957069,0.0,49633.78520819638,20195.70409568271,30.172694436238952,14.598271266777319,,41.019657196856514,16.690664541886537
217,31743.416395199558,31935.628170836484,42155.99924359184,44355.88015153417,6704,6733,16300,6209.965706119685,4987.500000000002,0.0,25269.792150552756,7888.6222948617315,6794,1292,0,7504,7504,64203.63178256297,12610.168477229961,0.0,51140.49269372501,20227.23665349162,30.61689641514686,15.378254240524344,,40.912394154980014,16.181789322793296
218,30509.555956820837,30316.92595596122,40606.38515920652,42152.047308592606,6415,6448,15637,5858.178194975866,4688.250000000002,0.0,23788.214312517197,7817.404801099536,6794,1249,0,7194,7194,61780.91270979702,11818.405628143246,0.0,48121.062339787684,20044.627695127016,30.55435841236252,14.71781522807378,,40.95409560832994,17.059257612874056
219,31215.200387699646,30794.32211367591,41615.49031710605,42539.02666956808,6515,6577,15751,5956.893144036387,4823.910000000001,0.0,23775.608162835713,7982.615362695969,6794,1253,0,7249,7249,63333.84714794782,12061.26447188817,0.0,48029.76452009157,20468.244519733256,30.274305520051538,14.690943327512995,,39.72685237393844,16.929896211524614
220,29863.123079071054,30020.349730716043,39811.022597904856,41701.830482743004,6278,6329,15227,6288.873496139187,4616.430000000001,0.0,23333.45074300267,7463.076243601145,6794,1309,0,6959,6959,60474.67456172065,12768.906400356893,0.0,47296.027546160694,19136.092932310625,30.04206386573306,15.440031923043401,,40.87815691111555,16.53940616448628
221,33933.4455865582,34014.73179980544,45801.857167266964,44977.095081517924,7098,7302,16431,6648.830803167222,4975.530000000001,0.0,25202.05960142525,8150.674676925453,6794,1379,0,7526,7526,68808.8348373287,13512.386674787747,0.0,51102.71692673141,20899.16583827039,30.258942320725023,15.35498485771335,,40.98052680571885,16.75955560406607
222,31685.88097377407,31440.81471854899,42182.57352283994,43372.541834181946,6633,6729,15999,6302.654101905031,4784.010000000001,0.0,24268.091082155,8017.786650121912,6794,1315,0,7342,7342,64238.15634301043,12788.85667155136,0.0,49066.90021065384,20558.427308004902,30.301017142929446,14.957727101229661,,40.92318616401488,17.14631134946197
223,31812.31074874277,31728.557952042123,42425.08294049246,44631.822872323704,6665,6702,16522,6162.9642426842565,5031.390000000001,0.0,25238.76369892722,8198.704930712227,6794,1292,0,7615,7615,64480.28397113531,12489.651904318605,0.0,51112.21461263389,21022.320335159555,30.559376289637587,15.157344544075977,,40.533080580994366,16.67115014683549
224,30596.442882873453,30467.101351260462,40556.20530469269,42146.26789929138,6444,6518,15588,5687.6137798188265,4748.100000000001,0.0,24064.51797614288,7646.036143329669,6794,1194,0,7197,7197,61929.340725316535,11522.086614920068,0.0,48624.40506703302,19605.220880332483,30.734164131670738,14.886416815142207,,40.86084459414539,16.47497552969116
225,32396.026673484463,32451.830117835467,43674.533601307194,45165.86864487665,6794,6851,16614,6467.395603122036,5011.4400000000005,0.0,25254.98009667712,8432.052945077488,6794,1340,0,7637,7637,65646.22223970375,13147.168213133427,0.0,51171.74383763365,21620.648577121767,30.085344747801905,14.99106979832774,,40.74183426563189,17.213892179237074
226,31481.031290056537,31889.488998948014,42230.91956253809,44066.122084056406,6605,6662,16138,6105.850638596162,4923.660000000001,0.0,25234.523179997374,7802.088265462865,6794,1280,0,7429,7429,63784.69561552958,12373.975996400415,0.0,51350.0594358907,20005.354526827858,30.373664578823607,14.962486089964226,,41.61268998046248,16.211794592242995
227,30431.327766506027,30292.455648537056,40242.63266264071,42375.219278285476,6386,6431,15579,5967.333977582954,4764.060000000001,0.0,24022.701113877578,7621.124186824943,6794,1267,0,7156,7156,61654.686580784684,12052.138404058855,0.0,48632.56695866045,19541.344068781906,30.326948637867527,14.787899882280803,,40.73079309770557,16.366284814725216
228,29766.71921771801,29546.875508736186,39848.15390553835,40601.01249934609,6218,6309,14975,5355.472475302343,4596.480000000001,0.0,23001.745216598654,7647.314807445095,6794,1107,0,6934,6934,60381.33132748208,10893.519167441906,0.0,46514.73132461193,19608.499506269472,30.94891405816611,15.150930691852443,,40.377370941503415,17.021266932525585
229,32466.26078219163,32317.100950750908,42995.96333746998,44462.489041886256,6823,6906,16398,6129.311834625179,4967.550000000001,0.0,25374.554669661105,7991.072537599966,6794,1286,0,7556,7556,65751.95072356828,12418.748293910716,0.0,51303.98633246437,20489.929583589656,30.582302662124782,14.627500935112739,,41.208021150573785,16.457774765935465
230,33192.78148386122,33157.17481917791,44618.50609333627,46478.25924032498,6998,7047,17119,6368.467336887854,5210.9400000000005,0.0,26202.33733353696,8696.514569900168,6794,1361,0,7879,7879,67166.1063688749,12839.659838173986,0.0,53034.19829112041,22298.75530743633,29.78541302389131,14.171809975909477,,40.60811507742757,17.074085227746043
231,33962.2694350526,33639.5749289292,44516.173851377185,45878.37332025783,7155,7258,16883,6678.543973011316,5214.930000000001,0.0,25957.92452935996,8026.974817886558,6794,1417,0,7733,7733,68736.58829500669,13491.138392336707,0.0,52420.31930605117,20581.986712529637,29.924505134961553,14.744413543537384,,40.107359836305406,15.747503223052515
232,32857.876682503425,32698.532549577045,43883.49251637519,46324.06039770125,6893,6926,17100,6254.303529814563,5210.9400000000005,0.0,26183.602320248552,8675.214547638134,6794,1322,0,7889,7889,66576.6068782139,12646.932127729651,0.0,52991.2880006373,22244.139865738805,30.303416876747338,14.50336253180006,,40.575258806000996,17.032266359677493
233,33662.2087141166,33764.08605707609,45439.595660807856,47455.08419814831,7073,7137,17556,6675.906536091261,5298.720000000001,0.0,26616.38421656352,8864.07344549353,6794,1394,0,8081,8081,68177.45824132461,13543.350092541696,0.0,53913.805683496204,22728.393449983414,30.314565692007385,15.217247294990669,,40.59774524359654,17.114754103903174
234,30722.41873841884,30869.978916164346,40605.05481036112,42931.73880596728,6440,6472,15703,6239.8005524467435,4807.950000000002,0.0,24403.16357652353,7480.824676997008,6794,1311,0,7196,7196,62262.612149791894,12637.950134478828,0.0,49546.573273137255,19181.601735889766,30.253941763747275,15.135269622130332,,41.1174881934749,15.918341689535076
235,31625.533004056822,31570.735472236207,42377.87888909744,44040.67584902886,6654,6714,16233,6336.911242780496,4903.710000000001,0.0,24563.653303302235,8236.401302946131,6794,1353,0,7440,7440,64029.5718052739,12779.259596873066,0.0,49719.623854621124,21118.977699861876,30.10323075001124,14.911621466596342,,40.45534894598952,17.183871195982
236,30231.75802982645,30097.12645541175,40151.77731694952,42109.958592491574,6326,6378,15576,5549.448550453981,4744.110000000002,0.0,24150.189933950227,7666.210108087364,6794,1176,0,7200,7200,61296.81546109346,11213.970642189695,0.0,48918.43572807751,19656.948995095805,30.94236015199064,14.677972044750911,,41.14250271495165,16.53233725407553
237,29298.1765629004,29174.354355853324,39308.79399401274,41215.3847656379,6170,6207,15225,5657.120833384508,4588.500000000001,0.0,23163.707251088523,7806.05668116487,6794,1223,0,7001,7001,59303.016827949745,11369.540598421816,0.0,46894.12115663724,20015.529951704793,30.22579858713035,14.391823542306096,,40.77749665794542,17.404808653656342
238,30098.998512393016,30269.160831069625,40758.796123137465,41841.9240874885,6390,6492,15457,6141.717373135089,4652.340000000002,0.0,23223.40734491592,7824.459369437493,6794,1289,0,7084,7084,60792.30387793082,12442.865059320739,0.0,46988.22396132287,20062.716331891006,29.553866736961993,15.082260677964532,,40.29864833732665,17.206446253765872
239,28564.29446133595,29155.206083471938,39075.67040099101,40037.14286075946,6089,6169,14596,6006.4528152230205,4424.910000000002,0.0,22287.524644687255,7318.255400849176,6794,1262,0,6667,6667,57628.960157271664,12165.263628776975,0.0,45229.550370992954,18764.757438074812,29.283008209995764,15.14976790632251,,40.78408509557525,16.92043051224059
240,29629.813926289906,29496.028806728515,39933.88669415858,41837.67009713088,6250,6292,15505,5697.3728315689605,4708.200000000002,0.0,23402.676789496327,8029.42047606559,6794,1199,0,7153,7153,59948.24083664079,11534.289311715283,0.0,47270.966126913656,20588.25763093741,30.44603394445952,15.176696462783267,,40.06014078552005,17.447675958421534
241,31579.445956951142,31493.214864100068,42063.60360911855,43442.23892745105,6661,6694,16110,6106.939698944781,4867.800000000001,0.0,24484.546456633972,7982.952771872298,6794,1286,0,7412,7412,63893.4511716696,12361.383843448159,0.0,49473.1960426512,20469.109671467428,30.410971523878914,14.965355742673315,,40.55180003496,16.77795874710445
242,32254.122891174582,32464.087593106953,43208.62921733481,45238.95143183874,6781,6799,16549,6330.358456805634,5143.110000000001,0.0,25541.329566618675,8224.153408414428,6794,1319,0,7615,7615,65315.69972096047,12849.637068732394,0.0,51785.46042722737,21087.572842088273,30.127167767970697,15.17076395363919,,40.17491111499408,16.35963758113908
243,33823.65650583494,33610.211287253376,44689.44908660076,46657.295511750555,7071,7140,17213,6597.756181710063,5254.830000000001,0.0,26446.09774954978,8358.61158049071,6794,1361,0,7926,7926,68596.55514316651,13427.579953102726,0.0,53469.481409101994,21432.337385873616,30.774587323089506,15.46956215795245,,40.599454372894456,16.273604696942762
244,26983.80270924606,26762.631482218,36076.157857130165,37580.40220013972,5616,5656,13873,5085.979645174581,4201.470000000001,0.0,21236.160820167497,7056.791734797638,6794,1071,0,6401,6401,54789.237716015545,10294.819603011743,0.0,43049.13030812179,18094.337781532406,31.05965856916981,15.117209402366731,,40.88236496497796,17.183606630135237
245,29035.16339539892,29514.83145773592,39497.75910392112,39786.562679930976,6177,6294,14581,5488.500381252137,4480.770000000001,0.0,22577.55009501162,7239.742203667215,6794,1141,0,6720,6720,58610.67537281774,11147.436875005478,0.0,45775.76947438877,18563.441547864655,29.872923227735853,15.003279777934695,,40.76203871272375,16.53022399631759
246,32980.52413651888,33026.71482456137,44065.714524015544,44444.57539869425,6911,7042,16364,5955.578447584046,5015.43,0.0,25515.52228448759,7958.044666622614,6794,1248,0,7558,7558,66844.93368338174,12070.71396816422,0.0,51742.364832019455,20405.24273492978,30.832533986799692,15.069555515810512,,41.16337695466942,16.233287776396008
247,30511.930741125645,30062.31819865042,40042.50282484392,41803.48834381706,6404,6451,15445,6322.380644982133,4652.340000000001,0.0,23219.790817095534,7608.976881739388,6794,1361,0,7042,7042,61815.20702852729,12721.488833287522,0.0,46894.33542845008,19510.197132665096,29.63336866180599,14.407122121503422,,40.218126439494064,16.732587592337133
248,28350.921226277027,27975.55412371576,37567.876646094206,38758.368770395144,5942,6008,14435,5345.949788333826,4325.160000000002,0.0,21902.13190890492,7185.127073156394,6794,1121,0,6657,6657,57458.77237506931,10833.204585471349,0.0,44213.158740781844,18423.40275168306,30.693788661896,14.739053857784148,,40.78704680883934,16.995758996017585
249,30508.231116248142,30527.016803125698,40503.74921974485,42984.858395457246,6392,6410,15744,5887.873604757677,4915.680000000002,0.0,24428.69879155303,7752.605999146535,6794,1224,0,7260,7260,61836.490041661906,11958.650268609428,0.0,49499.22767064879,19878.47692088855,30.267493901939257,15.023429985690237,,40.17794453786428,16.135127370851094
250,32801.003798223486,32415.195647084987,43470.82785640408,45014.313673565746,6838,6895,16770,6161.13056652924,5079.27,0.0,25474.333871604125,8299.579235432375,6794,1294,0,7738,7738,66571.80461082945,12479.821965459589,0.0,51500.856081036225,21280.972398544553,30.820279912421043,14.786518916421313,,40.45628914456891,16.717181774190536
251,31041.651840770766,30584.543833599444,40912.53201307698,41965.40748710026,6490,6554,15574,6026.600104218933,4784.010000000002,0.0,23498.138466216416,7656.658916664908,6794,1276,0,7149,7149,62952.95343787375,12181.025908253672,0.0,47438.8165800421,19632.45876067925,30.23676918245617,14.927727828742245,,39.56531824857556,16.374027323335486
252,28414.57253512354,28668.316043262595,38008.51401643314,39409.81258230394,5971,6040,14365,5511.159856606005,4444.8600000000015,0.0,22434.248354244068,7019.544371453865,6794,1125,0,6620,6620,57547.62188493216,11246.56373488719,0.0,45492.944498061705,17998.831721676575,30.43237540186788,15.555413187949087,,40.83747261944498,16.156940504198005
253,30865.66286733679,31232.35776139035,40859.27844771888,43479.39197286018,6556,6560,15881,6494.282653842534,4887.750000000002,0.0,24603.852687265542,7493.506631752108,6794,1349,0,7266,7266,62332.46889060715,13193.032445750086,0.0,49804.75048016805,19214.119568595146,29.98194751832956,15.594600999704594,,40.65693916748412,15.684995566200119
254,30265.18696505698,29930.207077382915,40011.174317025936,41539.052261342295,6286,6316,15316,5499.478442510272,4704.210000000001,0.0,23710.48000198873,7624.88381684329,6794,1166,0,7075,7075,61485.09478219738,11111.483185923775,0.0,48057.64103074032,19550.984145752027,31.210708011267705,14.85492404535264,,40.76135795652275,16.582683753818515
255,30481.30325363422,30535.054795852804,40905.65266271982,42593.14104514876,6472,6508,15735,6128.187085155238,4823.910000000002,0.0,23773.701108613604,7867.342851379917,6794,1289,0,7223,7223,61562.316034959535,12408.172013218558,0.0,47991.54130413745,20172.673977897222,29.56883575166164,14.842311020596362,,39.69523681070095,16.68542099081656
256,31481.328380468192,31329.62231632167,41886.71423937217,43962.540979377285,6569,6576,16184,6325.938315167432,4943.610000000001,0.0,24639.64139314291,8053.351271066947,6794,1310,0,7437,7437,63877.76507812357,12861.380295301107,0.0,49891.38818754592,20649.6186437614,30.476032957120026,15.42131929892219,,40.26746423530744,16.666358873092335
257,27037.461620727823,27237.540653044445,36138.4819667862,38198.03255363532,5709,5710,14039,5397.455970246873,4265.310000000001,0.0,21626.769888894203,6908.496694494246,6794,1141,0,6449,6449,54688.36313007134,10913.989667299673,0.0,43853.25612536975,17714.094088446785,30.197881352883126,14.930218423118568,,41.02269048210454,16.570714769360883
258,31068.179490822873,30864.02596660449,41150.32508616439,43453.256294638435,6482,6519,16071,6030.369582622752,4943.6100000000015,0.0,24583.995353603008,7895.281358412677,6794,1227,0,7422,7422,63041.4858739048,12316.33226313526,0.0,49697.42398359745,20244.31117541712,30.52856458784736,15.299791631223925,,40.11091524099875,16.33923420130518
259,27675.690850046973,27719.360707169762,36888.76711831484,38531.17518845746,5814,5850,14164,5603.681378833857,4325.160000000001,0.0,21633.12649113743,6969.207318486173,6794,1164,0,6500,6500,56055.61756422301,11383.798407266298,0.0,43808.01664394213,17869.76235509275,30.153640432610548,15.321397587168638,,40.41329948703149,16.485020622779288
260,30427.76798452295,30340.48033210792,41021.329386969905,42520.808554820156,6377,6413,15687,5851.396218781736,4716.180000000001,0.0,23820.166783835295,8133.065552203125,6794,1239,0,7224,7224,61668.63585775116,11826.656971235221,0.0,48244.017394449475,20854.01423641827,30.57443522942546,14.857609260345756,,40.81558155198771,17.642990047731193
261,29023.771430078337,28836.178185237368,38483.211704251706,39292.664262363025,6042,6154,14509,5336.641928274085,4317.18,0.0,22500.464685577685,7138.377648511252,6794,1123,0,6693,6693,58927.619051482914,10804.210072497655,0.0,45614.012014301756,18303.532432080134,31.39457594644801,14.881832055781894,,42.15712755480754,16.916388569390143
262,29946.47847114655,29983.313494393937,40397.3661330101,42045.61497181808,6304,6341,15535,5498.875455637959,4807.950000000003,0.0,23808.681807655834,7930.107708524288,6794,1143,0,7196,7196,60621.73966960654,11168.911424712715,0.0,48170.97899398931,20333.609509036633,30.432600235746257,14.93169976565871,,39.97591617758449,16.874364737789737
263,27938.176008374394,28095.941564028784,37970.62563137633,40091.23000540635,5887,5899,14830,5218.9048649593715,4504.710000000001,0.0,22675.283838762254,7692.331301684726,6794,1080,0,6875,6875,56541.47694454972,10612.5765768189,0.0,45923.804714775004,19723.92641457622,30.779247111894243,15.313963314312986,,40.676532076860056,17.47026254612597
264,31082.308959880676,30887.777731493345,41045.89869638288,42317.954807526025,6525,6593,15619,6245.362077605363,4696.230000000001,0.0,23804.745369423756,7571.617360496911,6794,1293,0,7163,7163,62967.45887148891,12698.364301552212,0.0,48089.09069083013,19414.403488453616,30.375040458991275,15.11710035899073,,40.85734128362798,16.49482029605235
265,32537.182245774413,32337.45706066126,43132.22968976087,44771.99225260886,6825,6864,16423,6532.185230682266,5003.460000000001,0.0,25073.90982710867,8162.437194817921,6794,1377,0,7523,7523,65928.6724250626,13218.423668416064,0.0,50733.10212079146,20929.326140558773,30.36788227778102,15.17614657682671,,40.45701923508091,16.690052743667284
266,31190.366360863176,31078.36264726135,41436.60493248752,42890.0684315128,6543,6606,15889,6059.721120229199,4780.020000000001,0.0,24288.96768067237,7761.359630611228,6794,1275,0,7307,7307,63198.37528426455,12268.515692895384,0.0,49151.199181211196,19900.92212977238,30.753467291612917,15.165037939302081,,41.02771217129482,16.6117880882908
267,29611.39507116367,29769.617764881616,39685.51629358177,40542.4081316494,6240,6365,14936,5683.782655057371,4548.600000000001,0.0,22992.584602098083,7317.440874493945,6794,1200,0,6868,6868,59926.6540286248,11496.878602711207,0.0,46593.80667204637,18762.668908958833,30.174548856306544,14.892329796258041,,40.871760238637165,16.458481499086695
268,29604.9307228256,29368.057039578394,39565.137240985874,40987.59168924676,6187,6240,15088,5993.572414409592,4600.470000000001,0.0,22730.4636764878,7663.085598349359,6794,1260,0,6914,6914,60045.97621237332,12137.365165152802,0.0,45983.24019612257,19648.93743166502,29.90337460775564,14.98440143846025,,39.881387854399456,17.04157626336949
269,31052.871524699884,31264.285193419422,42103.730790107584,44418.437248325325,6544,6567,16390,6163.837045585866,4963.560000000001,0.0,24898.321944094612,8392.718258644847,6794,1288,0,7551,7551,62843.260319743276,12502.146270732988,0.0,50464.92806178106,21519.790406781663,29.86846973371829,14.795439373648508,,40.56666242908445,17.298866886480436
270,30890.79733289098,30691.452287663058,40788.14096225026,41927.1025974617,6456,6495,15375,6187.2445589654035,4672.290000000001,0.0,23584.61830274468,7482.9497357516175,6794,1309,0,7033,7033,62653.32649459225,12508.319381962574,0.0,47775.94436601199,19187.050604491327,30.34059394411247,14.92639544386942,,40.79926931341758,16.385184119975513
271,30831.839945895197,31170.505611359597,41771.30959688443,41651.637050129604,6512,6654,15279,5721.996957782072,4708.200000000002,0.0,23646.806701028167,7574.633391319368,6794,1195,0,7042,7042,62358.56396383383,11607.68450713352,0.0,47943.09410520042,19422.136900818892,30.095832028877332,14.99700840714925,,40.629740767119,16.459438051541433
272,26748.802002738114,27301.175659940032,36535.40064305019,36841.96020222404,5685,5772,13457,4998.259924025258,4133.640000000001,0.0,21049.6521570677,6660.408121131084,6794,1031,0,6213,6213,54009.748724969526,10172.461343654508,0.0,42732.44142837872,17077.969541361752,30.18990985185552,15.296934351360163,,41.247530336272895,16.484526584326016
273,32750.89094175806,33116.51350079557,44192.731428149724,45484.96369159563,6958,7075,16752,6366.786770238688,5139.120000000001,0.0,25752.361655362074,8226.695265994867,6794,1324,0,7714,7714,66135.61779937964,12930.222487791509,0.0,52129.132449646335,21094.090425627866,29.858066726582233,15.070189379710383,,40.472928920532866,16.3773993987794
274,30470.541152708163,29970.931532639737,40241.075864013896,42300.300417138234,6358,6393,15739,5627.068660182647,4843.8600000000015,0.0,23996.557112254748,7832.814644700837,6794,1187,0,7276,7276,61827.028596687596,11384.791436365762,0.0,48465.53105706345,20084.140114617527,30.867213478126608,14.921089693795231,,39.922183737284556,16.543772746801917
275,28104.005215941514,28497.02430790388,38254.83545807999,40475.29516102247,5925,5931,14801,5450.731768068479,4512.6900000000005,0.0,22885.44464886305,7626.428744090938,6794,1133,0,6834,6834,56869.24414343978,11071.107097611482,0.0,46472.93499708473,19554.945497669072,30.525627559548994,15.333943348492358,,41.0901282025506,17.289960652227297
276,27654.39675817028,27437.002876558847,36662.24864021128,38640.355051713384,5805,5830,14294,5190.453403138534,4392.990000000002,0.0,21922.492328141318,7134.419320433533,6794,1094,0,6600,6600,56024.09425171866,10503.726674714188,0.0,44321.77520036236,18293.3828729065,30.381829854511206,14.588509270436372,,40.25592661249988,16.615243299642596
277,34283.11320374359,34831.33878159455,46534.61328405094,47745.10331723694,7266,7349,17395,7009.866553894814,5250.840000000001,0.0,26740.353083310834,8744.043680031296,6794,1469,0,7963,7963,69274.64924036818,14207.35013819183,0.0,54272.70021361753,22420.624820593068,29.680655201528783,15.018340526629842,,41.24065365776408,17.03694895181844
