iteration,control1_world_revenue,control2_world_revenue,control3_world_revenue,treatment_world_revenue,adjusted_treatment_world_revenue,control1_world_rides_count,control2_world_rides_count,treatment_world_rides_count,standard_rider_revenue,subscription_revenue,early_membership_signup_revenue,standard_late_signup_revenue,membership_late_signup_revenue,late_signup_unused_membership_revenue,early_signup_unused_membership_revenue,standard_rides_count,early_membership_rides_count,standard_late_signup_rides_count,membership_late_signup_rides_count,total_control_ride_minutes,total_standard_ride_minutes,early_membership_ride_minutes,standard_late_signup_ride_minutes,membership_late_signup_ride_minutes,avg_total_control_ride_minutes,avg_total_standard_ride_minutes,avg_early_membership_ride_minutes,avg_standard_late_signup_ride_minutes,avg_membership_late_signup_ride_minutes,relative1_revenue_lift,relative2_revenue_lift,relative3_revenue_lift,adj_relative1_revenue_lift,adj_relative2_revenue_lift,adj_relative3_revenue_lift
26,31834.672561748965,31717.804295583122,38176.78533701936,40189.597287600925,37760.877287600924,6671,6687,13093,13478.672234606993,3867.250000000001,0.0,17912.238769024432,4931.436283969503,2428.7200000000007,0.0,2863,0,5115,5115,64522.23733781786,27219.672396428185,0.0,36333.9455616011,12644.708420434623,30.249525240420937,20.043941381758604,,47.87081101660223,16.659694888583164,0.26244732719163705,0.2670989742249449,0.052723453083143024,0.1861556676720026,0.1905262084254468,-0.010894265867250468
27,33572.09134050539,33504.03625167325,40619.81867683419,42531.05357911145,39844.14357911145,7052,7132,14022,13086.934659265284,4321.34,0.0,19841.502828000488,5281.276091845676,2683.940000000001,2.9700000000000006,2758,0,5632,5632,68000.23420642405,26484.447844269955,0.0,40191.03289230895,13541.733568835065,30.713746254030738,19.647216501683943,,48.481342451518636,16.33502239907728,0.26685743666486755,0.26943074140768275,0.04705178320668511,0.18682339968015957,0.1892341352490497,-0.019095976372861454
28,30978.214578001316,31016.336241277553,37782.52144212677,39297.07977723584,36855.50977723584,6504,6604,12951,12285.884500151002,4066.8500000000004,0.0,17968.214874274632,4976.130402810212,2436.620000000001,4.950000000000001,2559,0,5196,5196,62754.39635384953,24940.729487566667,0.0,36341.57660070418,12759.308725154391,30.27226066273494,19.825699115712773,,47.31976119883357,16.613683235878113,0.26853920771605844,0.2669800672633283,0.040086216517576635,0.18972349695738092,0.18826122758455674,-0.024535463211762372
29,29946.644479833125,29651.560166825733,35674.769882048604,37781.806706727046,35295.17670672705,6272,6280,12558,11383.39332232195,3852.2800000000007,0.0,17963.103695459195,4583.0296889459005,2484.6500000000005,1.9800000000000004,2422,0,5068,5068,60704.216614956735,22977.931595697308,0.0,36374.62486015177,11751.35817678436,30.92420612071153,19.292973631987664,,48.114583148348906,15.544124572466085,0.2616374008837728,0.2741928753211934,0.0590623802660797,0.17860205441366792,0.190331183524549,-0.010640381888281364
30,32595.68465501449,32691.06551292464,40018.124467996895,41861.46397250141,39291.30397250141,6841,6946,13725,13278.286673183968,4266.450000000001,0.0,18863.19943870578,5453.527860611662,2565.210000000001,4.950000000000001,2767,0,5479,5479,66037.6529615756,26952.017110728128,0.0,38197.947278732776,13983.40477079913,29.921908908733847,19.93492389846755,,46.868646967770275,17.157551866011204,0.2842639881798428,0.28051696436603424,0.04606261610232795,0.20541428684047813,0.20189731830451713,-0.018162282844532977
31,28895.161811215075,29011.897017995685,35158.3337872073,37080.778006019595,34797.68800601959,6069,6127,12060,12085.93906573336,3662.6600000000008,0.0,16681.984523160325,4650.194417125913,2283.090000000001,0.0,2520,0,4770,4770,58528.62002875661,24528.0488864958,0.0,33820.47313630852,11923.57542852798,30.169391767400313,20.33834899377761,,47.567472765553475,16.77014828203654,0.28328674012226635,0.2781231776405001,0.05467961680003709,0.20427385848774063,0.1994282202378927,-0.010257760887375617
32,31562.84660983648,31864.329843569525,38841.69823323569,39990.48256424186,37484.99256424186,6704,6887,13053,12627.812092719047,4221.540000000001,0.0,18182.11423287769,4959.016238645121,2502.5200000000004,2.9700000000000006,2643,0,5205,5205,63740.63233291405,25602.082289023194,0.0,36766.95957148127,12715.42625293621,30.12317218001609,20.15911991261669,,47.6255952998462,16.47075939499509,0.2670112762192662,0.25502349368606775,0.029576058289418058,0.18763028657116618,0.1763935644736815,-0.03492910276082985
33,25551.434626683265,25500.719146298412,30909.98626588793,32520.277857796333,30518.30785779633,5347,5414,10629,10297.989265152493,3203.5800000000004,0.0,14893.38624325181,4125.3223493920295,2000.9800000000005,0.9900000000000002,2137,0,4246,4246,51806.24263252119,20925.61350039101,0.0,30118.939085261052,10577.749613825716,30.984594875909803,20.316129612030107,,48.57893400848557,17.060886473912444,0.2727378455625161,0.2752690491286342,0.05209616005832757,0.1943872547150906,0.19676263570105057,-0.012671581433986294
34,30181.577623063153,30242.735793670137,36776.91825811997,38401.616687838825,36004.866687838825,6357,6443,12593,11951.678789449697,3907.170000000001,0.0,17690.799733498105,4851.9681648910255,2389.8200000000006,6.9300000000000015,2525,0,5034,5034,61088.660571956796,24170.971254999225,0.0,35884.10188076437,12440.944012541091,30.30191496624841,19.60338301297585,,48.231319732210174,16.721698941587487,0.27235286264473985,0.2697798555604337,0.04417712268102118,0.19294183814718238,0.19052941947714638,-0.020992829384519872
35,29724.724527302482,29870.269931233677,36100.8561700413,38046.2457830454,35664.4157830454,6278,6368,12477,12062.495147832484,3842.3000000000006,0.0,17396.803652101637,4744.646983111276,2376.880000000001,4.950000000000001,2537,0,4970,4970,60119.80648026277,24424.346532903804,0.0,35227.70167205547,12165.761495157118,30.226147048900337,20.036379436344383,,47.734013105766216,16.48477167365463,0.279952846933855,0.273716168974508,0.05388763091492845,0.19982325657172184,0.19397701678460916,-0.012089474691131667
36,29344.669263619144,29210.702637580856,35204.98160519559,37283.924911613074,34976.924911613074,6187,6219,12292,12194.58815048674,3637.7100000000005,0.0,16808.583130367042,4643.043630759292,2305.020000000001,1.9800000000000004,2544,0,4874,4874,59378.63913748498,24745.09782176087,0.0,33868.161872736004,11905.240078869978,30.065133740498723,19.859629070434085,,47.30190205689386,16.627430277751365,0.270551887181664,0.2763789140643834,0.05905253210274843,0.1919345417525858,0.1974010124156931,-0.006477966559961565
37,30806.998427286508,30646.299595414865,36833.13088828036,39248.158868931765,36765.57886893176,6471,6477,12936,12625.18250289066,3842.3000000000006,0.0,17964.541954636887,4816.134411404221,2482.580000000001,0.0,2670,0,5133,5133,62399.9959674013,25526.108981770925,0.0,36350.10757599202,12349.062593344157,29.999998061250626,19.485579375397652,,47.45444853262666,16.121491636219528,0.2740013916503049,0.2806818241378762,0.06556673088629093,0.1934164555404267,0.19967432787325595,-0.001834001555650743
38,28997.855506472428,28952.751891218046,35357.528620450445,36418.48931468597,34222.02931468597,6068,6222,11877,11486.737192790568,3772.4400000000005,0.0,16559.152950131604,4600.159171763798,2191.5100000000007,4.950000000000001,2417,0,4730,4730,58794.50129864725,23255.736391770686,0.0,33585.007564440006,11795.279927599484,30.49507328768011,19.84277849127192,,48.603484174298124,17.069869649203305,0.2559028479384356,0.25785933756895946,0.03000664174310743,0.18015724669872524,0.18199573716742973,-0.032114781492610135
39,29325.698768852875,29204.56587898696,35967.35925947463,36127.87130222873,33899.66130222873,6147,6367,11763,11284.807919276971,4011.9600000000005,0.0,16239.231935186759,4591.871447764993,2218.3100000000004,9.900000000000002,2377,0,4693,4693,59432.56094577661,22840.533126351205,0.0,32874.95367996605,11774.02935324357,30.184134558545765,19.60560783377786,,47.16636109033866,16.89243809647571,0.23195261558781707,0.237062432358331,0.004462714140232977,0.1559711353999825,0.1607658008921114,-0.057488178165352045
40,31237.082109111187,31644.480559094685,38145.64841448716,40296.11848852388,37832.60848852388,6610,6668,13135,13585.157772501014,3962.0600000000004,0.0,17806.605560915566,4942.2951551072965,2461.5300000000007,1.9800000000000004,2799,0,5168,5168,63146.36438233637,27656.81480128465,0.0,36027.193745937344,12672.5516797623,29.466338955826583,20.50171593868395,,46.48670160766109,16.351679586790066,0.29000904590798415,0.27340116748867604,0.05637523973035963,0.2111441253179317,0.19555157234681536,-0.008206438715153362
41,32817.74323831164,32783.93934376182,40128.07389000163,41734.465755309335,39124.41575530933,6909,7046,13772,13023.953019347067,4336.3099999999995,0.0,18981.137003447366,5393.0657325149,2607.080000000001,2.9700000000000006,2726,0,5523,5523,66432.67497002984,26405.007741915557,0.0,38351.63334217273,13828.37367311513,30.279250214234203,19.92830772974759,,46.77028456362528,16.86387033306723,0.27170431715085935,0.27301558600676934,0.040031621495492616,0.19217264487691046,0.19340190771655963,-0.025011370778560357
42,29959.35631443336,29595.72279257806,35892.538301778746,37516.67158907213,35148.73158907213,6259,6336,12330,11907.136072383277,3847.2900000000004,0.0,17094.743395816753,4667.502120872104,2363.9800000000005,3.960000000000001,2542,0,4894,4894,60770.14439598297,24013.16941636738,0.0,34630.111271325,11967.954156082316,30.400272334158565,19.55469822179754,,47.30889517940573,16.34966414765344,0.2522522578697034,0.26763829530395744,0.04524988658193888,0.17321384412183485,0.18762876093320613,-0.020723157176926542
43,29723.821775348457,29551.843521629606,35604.65398771973,37588.5665358523,35299.4665358523,6217,6247,12235,12705.622823296217,3642.7000000000007,0.0,16591.151925896644,4649.0917866594355,2289.1000000000004,0.0,2669,0,4783,4783,60273.90198807296,25734.93031614415,0.0,33587.56904076063,11920.74817092163,29.98701591446416,20.105414309487617,,46.910012626760654,16.64908962419222,0.26459399534640227,0.2719533557471786,0.05572059621241741,0.18758169129946875,0.1944928752081368,-0.008571560672172
44,28233.4174628823,28067.30132077187,34161.15523789683,35432.4296694104,33253.989669410395,5885,6025,11465,11355.775002382961,3642.7000000000007,0.0,15966.590621774485,4467.364045252953,2175.4700000000003,2.9700000000000006,2383,0,4541,4541,57303.63452021102,23007.115390725543,0.0,32370.745184037147,11454.779603212697,30.128093859206633,19.630644531335786,,48.027811845752446,16.995221963223585,0.25498196298738696,0.2624095656531037,0.03721403514197524,0.17782375134460807,0.18479469363162448,-0.02655547103629768
45,28469.751142805373,28759.979643300125,34864.1247087933,36965.79490784201,34674.654907842014,6027,6049,12110,11772.954607503614,3607.7700000000004,0.0,16852.682660366576,4732.387639971819,2291.140000000001,0.0,2460,0,4825,4825,57545.515750783,23879.370788470806,0.0,34135.08374452968,12134.327281979024,29.971622786866146,19.949349029633087,,47.80824053855697,16.994856137225522,0.29842353459361676,0.28532062144395504,0.060281742811648366,0.21794724280913463,0.20565644822769413,-0.005434520514536232
46,30080.457052549704,29951.465791662456,36247.62004212391,38080.24797457862,35743.28797457862,6300,6346,12550,12169.901705736456,3757.4700000000003,0.0,17393.89228975957,4758.983979082593,2335.9700000000007,0.9900000000000002,2538,0,5006,5006,60975.530903973595,24697.183860862708,0.0,35163.826383998894,12202.5230232887,30.92065461661947,20.26020004992839,,48.10372966347318,16.692917952515323,0.26594645513708476,0.2713984764371351,0.05055857268215077,0.1882561462459201,0.1933735805520551,-0.013913522238403525
47,31459.265056732915,31479.942037548637,38274.89161709394,39744.22242565563,37305.672425655626,6633,6758,13067,12590.930898277791,4096.790000000001,0.0,18122.969240075996,4933.532287301835,2437.5600000000004,0.9900000000000002,2685,0,5191,5191,63657.089889058756,25399.8228160969,0.0,36756.33138481023,12650.082787953423,30.126403165669075,19.65930558521432,,47.85980649063833,16.47146196348102,0.2633550832793396,0.26252527333911624,0.03838889534321949,0.18584055788904907,0.18506166184036096,-0.02532258487194388
48,29638.496725942565,29936.271190367755,36157.8732820985,37924.18371079145,35586.143710791446,6253,6302,12316,12318.295541704178,3722.540000000001,0.0,17216.159412161265,4667.188756925996,2337.050000000001,0.9900000000000002,2580,0,4868,4868,59962.81211780144,24969.988568472254,0.0,34938.870287592996,11967.150658784603,30.192755346324994,20.13708755521956,,48.45890469846463,16.597989818009157,0.2795582738714418,0.266830577182701,0.048849953505629214,0.20067303142412443,0.18873000195968243,-0.015812035371840172
49,29785.172124145964,29995.35006192288,36142.7674938167,38036.74274609285,35647.89274609285,6302,6359,12396,12430.519025308486,3807.3700000000003,0.0,17137.83759394823,4661.016126836134,2387.8600000000006,0.9900000000000002,2622,0,4887,4887,60213.26185678452,25150.04878284227,0.0,34743.17331781596,11951.323402143935,29.67632422709932,19.865757332418855,,47.14134778536766,16.21617829327535,0.2770361906103468,0.26808797588856914,0.05240260731556256,0.1968335317154053,0.1884472984146134,-0.013692220658213464
50,30328.77402156256,30494.192209393204,36915.36151781909,38893.07611032346,36502.336110323464,6438,6489,12823,12372.170274561211,3857.2700000000004,0.0,17758.616600649053,4905.019235113197,2387.7700000000004,2.9700000000000006,2607,0,5108,5108,61258.394927083486,25038.898139900542,0.0,35911.83743756167,12576.972397726147,30.295942100436935,20.047156236909963,,48.01047785770277,16.81413422155902,0.28238207329686393,0.2754256890380303,0.05357429837304256,0.20355462058478674,0.19702584215625019,-0.01118844271093639
51,29407.266489957718,29669.905066285384,36472.522100590635,36756.425788717235,34462.44578871723,6188,6432,11930,11284.128430328981,4116.750000000001,0.0,16777.446166555746,4578.101191832505,2280.120000000001,13.860000000000003,2334,0,4798,4798,59536.58074348132,22949.0472572538,0.0,34013.96452963012,11738.721004698727,30.67314824496719,20.563662416894086,,47.70542009765795,16.463844326365678,0.24990963717315176,0.2388454127709506,0.007784043213233193,0.17190238679565156,0.1615286840899847,-0.05511207331178372
52,31686.556305216283,31553.102173501014,38175.24983579568,40370.597207036044,37874.07720703604,6605,6658,13158,13294.925117275532,3952.08,0.0,18037.197079209618,5086.395010550892,2496.5200000000004,0.0,2756,0,5201,5201,64311.682833887906,27022.884916091112,0.0,36490.24892105031,13042.03848859203,30.179109729651763,20.18139276780516,,46.96299732438908,16.78512031993826,0.2740607347220683,0.27944938615069537,0.057507085891599315,0.1952727472881349,0.20032816420958818,-0.00788921172893647
53,28759.929968089607,28778.037322756332,35075.58020238257,36004.72752137636,33740.617521376356,6063,6227,11724,11524.46399376923,3857.2700000000004,0.0,16135.02069523677,4487.972832370358,2258.170000000001,5.940000000000001,2384,0,4670,4670,58197.25632843489,23437.08716351084,0.0,32535.950500607105,11507.622647103482,30.107220035403458,20.20438548578521,,46.679986371028846,16.51021900588735,0.25190595252927134,0.25111824401261357,0.02648986313648137,0.1731814910124273,0.17244331651122874,-0.03805960367023469
